content,clean_emoji,language
Pelayana dokter sangat cepat,pelayana dokter sangat cepat,id
Menjawab tepat pada persoalan pasien,menjawab tepat pada persoalan pasien,id
"Mudah di gunakan, sebelum kita pergi ke dokter lsg.","mudah di gunakan, sebelum kita pergi ke dokter lsg.",id
Very good app,very good application,en
Good doctor and clear advise...thank you Halodoc 🙏👍,good doctor and clear advise...thank you halodoc,en
Terima kasih untuk layanan nya yang baik,terima kasih untuk layanan nya yang baik,id
"Sangat membantu, layanan cepat tanggap. Thankyou halodoc!","sangat membantu, layanan cepat tanggap. thankyou halodoc!",id
Good aplikasi... recommend banget,good aplikasi... recommend banget,da
Sangat2 membantu sekali. Saya bersyukur ada aplikasi ini. Smoga dapat terus ditingkatkan dan bisa membantu yang membutuhkan. Salam Sehat.,sangat2 membantu sekali. saya bersyukur ada aplikasi ini. smoga dapat terus ditingkatkan dan bisa membantu yang membutuhkan. salam sehat.,id
"Very useful, easy to use...thanks for providing us with this apps","very useful, easy to use...thanks for providing us with this application",en
Thanks dr Kristian..,thanks dr kristian..,af
Sangat membantu dan pelayanan cepat sekali,sangat membantu dan pelayanan cepat sekali,id
It's sooooooo helping. Thank you Halodoc and grab/gojek driver for helping me.,it is sooooooo helping. thank you halodoc and grab/gojek driver for helping me.,en
Great apps... Help to get medicine when you must stay at home...,great application... help to get medicine when you must stay at home...,en
"sangat membantu sekali halodoc. secara tampilan sangat memudahkan dan pilihan dokternya pun banyak serta mereka melayani tiap pertanyaan kami dengan baik, serasa bertatap muka langsung","sangat membantu sekali halodoc. secara tampilan sangat memudahkan dan pilihan dokternya pun banyak serta mereka melayani tiap pertanyaan kami dengan baik, serasa bertatap muka langsung",id
"Bagus dokternya beneran bukan mesin,hanya ada masalah pemesanan obat dari aplikasi sampe sekarang belum bisa bayar pake gopay","bagus dokternya beneran bukan mesin,hanya ada masalah pemesanan obat dari aplikasi sampe sekarang belum bisa bayar pake gopay",id
Helpfull for early stage before go to hospital,helpfull for early stage before go to hospital,en
Can we ask for certain drugstore to buy?,can we ask for certain drugstore to buy?,en
Sangat membantu..saat ga bs kluar rumah dan anak sakit,sangat membantu..saat ga bs kluar rumah dan anak sakit,id
"Uang sudah terpotong dari Gopay sekitar 1.4 juta utk beli obat Glucophage, Norvask, Plavix.Tetapi transaksi gagal, dan menurut customer service, uang akan dikembalikan paling lambat 3 hari kerja.Sedangkan obat harus segera diminum, uang sudah habis terpotong.Bagaimana Halodoc menyelesaikan masalah ini?Saya merasa dirugikan oleh Halodoc, yang mnrt iklan...katanya sangat membantu. Kerugian yang paling nyata: 1. Membahayakan kesehatan krn terlambat minum obat; 2.Uang tertahan di mana saya tidak tau","uang sudah terpotong dari gopay sekitar 1.4 juta utk beli obat glucophage, norvask, plavix.tetapi transaksi gagal, dan menurut customer service, uang akan dikembalikan paling lambat 3 hari kerja.sedangkan obat harus segera diminum, uang sudah habis terpotong.bagaimana halodoc menyelesaikan masalah ini?saya merasa dirugikan oleh halodoc, yang mnrt iklan...katanya sangat membantu. kerugian yang paling nyata: 1. membahayakan kesehatan krn terlambat minum obat; 2.uang tertahan di mana saya tidak tau",id
"sangat mudah digunakan. harganya juga fair, proses cepat dan aman","sangat mudah digunakan. harganya juga fair, proses cepat dan aman",id
"Cepat dan berguna, yukkkk download it","cepat dan berguna, yukkkk download it",id
Aplikasi mudah digunakan dan respon dokter cepat,aplikasi mudah digunakan dan respon dokter cepat,id
Very helpful apps,very helpful application,en
"Super helpfull! Love it! Disaat susah cari satu obat di apotek2,download halodoc langsung ada nemu dong apotek yg sedia obat nya,langsung diantar kerumah ga sampe 30 menit. Thankyou!","super helpfull! love it! disaat susah cari satu obat di apotek2,download halodoc langsung ada nemu dong apotek yg sedia obat nya,langsung diantar kerumah ga sampe 30 menit. thankyou!",id
Sangat membantu dan sebagai referensi tindakan selanjutnya,sangat membantu dan sebagai referensi tindakan selanjutnya,id
"Pada saat pandemi corona sangat membantu, thanks","pada saat pandemi corona sangat membantu, thanks",id
"Untuk dokter yang berbayar memang pelayanannya profesional, untuk dokter yg gratis saat konsultasi terkadang jawabannya nyeleneh dan kurang sopan","untuk dokter yang berbayar memang pelayanannya profesional, untuk dokter yg gratis saat konsultasi terkadang jawabannya nyeleneh dan kurang sopan",id
Apps yg sangat membantu utk hal-hal terkait kesehatan. Mudah dan cepat.,application yg sangat membantu utk hal-hal terkait kesehatan. mudah dan cepat.,id
Terimakasih Bu Dokter Praisy,terimakasih bu dokter praisy,id
"lengkap, cepat dan sangat membantu","lengkap, cepat dan sangat membantu",id
Obat sesuai pesanan dan pelayanan cepat / sesuai target waktu.,obat sesuai pesanan dan pelayanan cepat / sesuai target waktu.,id
sangat informatif dan komunikatif,sangat informatif dan komunikatif,id
Pilihan dokter nya lengkap. Saat konsultasi dengan dokter direspon dengan cepat. Aplikasi nya banyak pilihan dan mudah dimengerti,pilihan dokter nya lengkap. saat konsultasi dengan dokter direspon dengan cepat. aplikasi nya banyak pilihan dan mudah dimengerti,id
Sangat informatif dan respon cepat,sangat informatif dan respon cepat,id
"Aplikasi lancar. Pemesanan obat mudah, dan pengiriman cepat. Thank you halodoc","aplikasi lancar. pemesanan obat mudah, dan pengiriman cepat. thank you halodoc",id
Numerous doctors to help you with your health condition,numerous doctors to help you with your health condition,en
Pertama Pake aplikasi ini sangat memuaskan..jawaban Dan tanggapan dokter nya cepat Dan teliti,pertama pake aplikasi ini sangat memuaskan..jawaban dan tanggapan dokter nya cepat dan teliti,id
Dokternya baik banget.,dokternya baik banget.,id
Sangat berguna dan cukup membantu,sangat berguna dan cukup membantu,id
"Easy to use, you can buy the medicine and contact the doctor on that application to concultation about your ill..good app!","easy to use, you can buy the medicine and contact the doctor on that application to concultation about your ill..good application!",en
Keren bgt...buat musim pendemi skrg..,keren bgt...buat musim pendemi skrg..,da
Bermanfaat dan simple,bermanfaat dan simple,id
Wow.... dokter dengan cepat merespon untuk konsultasi & mendapatkan resep. Jadi ga perlu repot-repot ke RS untuk periksa di saat pendemik seperti sekarang ini. Thank you Halodoc,wow.... dokter dengan cepat merespon untuk konsultasi & mendapatkan resep. jadi ga perlu repot-repot ke rs untuk periksa di saat pendemik seperti sekarang ini. thank you halodoc,id
Sangat memudahkan sekali,sangat memudahkan sekali,id
Berguna banget dikondisi sekarang,berguna banget dikondisi sekarang,id
Sangat membantu dan dokternya komunikatif.,sangat membantu dan dokternya komunikatif.,id
"Nice apps, nice service","nice application, nice service",it
Sangat membantu masyaa Allah....keren sekali yg bikin app ini...luar biasa,sangat membantu masyaa allah....keren sekali yg bikin application ini...luar biasa,id
Nambah ilmu kesehatan,nambah ilmu kesehatan,id
Pelayanan sangat cepat🎂,pelayanan sangat cepat,tl
"Sangat membantu, terimakasih","sangat membantu, terimakasih",id
Respon cepat. Obat bisa langsung order dan dikirim ke rumah.,respon cepat. obat bisa langsung order dan dikirim ke rumah.,id
"Baru pertama install dan order masker sritex, nyampe dalam 1 jam, cool!","baru pertama install dan order masker sritex, nyampe dalam 1 jam, cool!",id
Obatnya cepat didapat dan cepat sampai di rumah,obatnya cepat didapat dan cepat sampai di rumah,id
Puas sekali pelayanan Dokternya,puas sekali pelayanan dokternya,id
Dr Stevan Andreas was very helpful.,dr stevan andreas was very helpful.,af
Consultasi mudah dengan para dokter,consultasi mudah dengan para dokter,id
"very useful app, especially when you have an urgent situation and cannot go to the doctor","very useful application, especially when you have an urgent situation and cannot go to the doctor",en
Very helpful And fast response,very helpful and fast response,en
Very useful and user friendly,very useful and user friendly,en
Sangat membantu di situasi wabah seperti ini,sangat membantu di situasi wabah seperti ini,id
Great in fulfilling the promotion,great in fulfilling the promotion,en
Cepat dan informative,cepat dan informative,ro
Memprovide konsultasi dengan dokter tanpa tatap muka,memprovide konsultasi dengan dokter tanpa tatap muka,id
Its so usefull.. do not need to take a risk to visit doctor at hospital,its so usefull.. do not need to take a risk to visit doctor at hospital,en
Quick delivery and professional service.,quick delivery and professional service.,en
"Simple, gk ribet, harga sama aja kayak apotek2 normal.. ada biaya layanan? Itu untuk biaya kirim via ojol.. so? ToP dah..","simple, gk ribet, harga sama aja kayak apotek2 normal.. ada biaya layanan? itu untuk biaya kirim via ojol.. so? top dah..",id
Membantuu..tp free ongkir lagi please,membantuu..tp free ongkir lagi please,et
"Ok, jenis obat yg dipesan ada, pengiriman cepat.","ok, jenis obat yg dipesan ada, pengiriman cepat.",id
so far so good.,so far so good.,so
Menurut saya aplikasi ini sangat berguna dan bermanfaat,menurut saya aplikasi ini sangat berguna dan bermanfaat,id
"after i open the application, no response and cant click any button","after i open the application, no response and cannot click any button",en
Sangat membantu....gratis pulak 🙏🤗👍,sangat membantu....gratis pulak,id
Aplikasi cukup mudah digunakan dan pelayanan pembelian dan pengantaran obatnya juga cukup cepat,aplikasi cukup mudah digunakan dan pelayanan pembelian dan pengantaran obatnya juga cukup cepat,id
"Sangat memuaskan, dokternya bisa ditanya2 tentang obat2, dan tips biar cepat sembuh.","sangat memuaskan, dokternya bisa ditanya2 tentang obat2, dan tips biar cepat sembuh.",id
"So far okay, dapat dokter yang cukup baik menjelaskan keluhan saya. Thank you! Akan coba fitur lainnya.","so far okay, dapat dokter yang cukup baik menjelaskan keluhan saya. thank you! akan coba fitur lainnya.",id
"Bagus, pengiriman cepat","bagus, pengiriman cepat",id
Sangat membantu untul pertolongan pertama,sangat membantu untul pertolongan pertama,id
Very helpful and user friendly,very helpful and user friendly,en
Awesome Healthy App,awesome healthy application,en
Clearly this app really help us to get through this conditions like now...they work so hard and excellent so can help a lot of people to find out what should they do... keep up the good work and stay healthy everyone...,clearly this application really help us to get through this conditions like now...they work so hard and excellent so can help a lot of people to find out what should they do... keep up the good work and stay healthy everyone...,en
Pengiriman barang cepat,pengiriman barang cepat,id
Helpful app..with recommended doctors..good job,helpful application..with recommended doctors..good job,en
Sangat membantu dan tentunya efisien,sangat membantu dan tentunya efisien,id
"The doctor too clearly explanation, good doctor... Keep it up doc.. 👍👍","the doctor too clearly explanation, good doctor... keep it up doc..",en
Pelayanannya cepat. Sangat terbantu.,pelayanannya cepat. sangat terbantu.,id
Dokter Marcella ramah dan cepat response nya. Untuk pembelian obat pun jd lebih effisien dgn aplikasi ini.,dokter marcella ramah dan cepat response nya. untuk pembelian obat pun jd lebih effisien dgn aplikasi ini.,id
"Pelayanan bagus, koneksi ke gopay memerlukan waktu yang cukup lama, perlu dipercepat, alat pembayaran perlu ada alternatif lain, seperti LinkAja.. Tks","pelayanan bagus, koneksi ke gopay memerlukan waktu yang cukup lama, perlu dipercepat, alat pembayaran perlu ada alternatif lain, seperti linkaja.. tks",id
Bagus Dan interaktid,bagus dan interaktid,id
"konsultasi dokter direspon dg cepat, sungguh membanty","konsultasi dokter direspon dg cepat, sungguh membanty",id
Konsep app ini bagus apa lagi kondisi COVID19 saran : 1. 1 dokter 1 pasien ( jika ramai2 bisa salah kasih obat / slh tangkap mslh ) 2. dokter yg peran dalam mesti semua lewat uji kesabaran dan mau dngr ngeluh mslh pasien sangat penting ini berkaitan kesehatan pengalam sy : awal dokter kasih obat saya alergi dgn obat tersebut kasih lagi obat alergi ( dok blng selesaiakan dulu mslh alergi ) mslh utama diabaikan. 4 hari makin parah merah2 gatal2 ehh malah diarahin ke dr.kulit Terima kasih,konsep application ini bagus apa lagi kondisi covid19 saran : 1. 1 dokter 1 pasien ( jika ramai2 bisa salah kasih obat / slh tangkap mslh ) 2. dokter yg peran dalam mesti semua lewat uji kesabaran dan mau dngr ngeluh mslh pasien sangat penting ini berkaitan kesehatan pengalam sy : awal dokter kasih obat saya alergi dgn obat tersebut kasih lagi obat alergi ( dok blng selesaiakan dulu mslh alergi ) mslh utama diabaikan. 4 hari makin parah merah2 gatal2 ehh malah diarahin ke dr.kulit terima kasih,id
sangat membantu sekali... komunikasi dengan dokternya dan pengantaran obat dan kualitas obat... sangat sangat membantu... halodoc recomended... makasih halodoc😍🤗,sangat membantu sekali... komunikasi dengan dokternya dan pengantaran obat dan kualitas obat... sangat sangat membantu... halodoc recomended... makasih halodoc,id
Mudah menggunakannya. Informasi lengkap. Puas dg layanan konsultasi dokter.,mudah menggunakannya. informasi lengkap. puas dg layanan konsultasi dokter.,id
Very helpfull healthcare app in this pandemic condition.,very helpfull healthcare application in this pandemic condition.,en
Sangat membantu saat kondisi darurat sekalipun. Pelayanan dokter nya juga sangat ramah.,sangat membantu saat kondisi darurat sekalipun. pelayanan dokter nya juga sangat ramah.,id
very helpfull and so great,very helpfull and so great,en
Mantap... Free konsultasi dokter terkait covid,mantap... free konsultasi dokter terkait covid,no
kog suka ngehang sih,kog suka ngehang sih,tl
Bagus. Mampu membantu mengurangi gelisah,bagus. mampu membantu mengurangi gelisah,id
Luar biasa semua dokter yg ada di halodocc... kami sekeluarga mengucapkan terimakasih banyak buat semua team dokter biarlah Tuhan Allah yang akan membalas semua kebaikan dan amal ibadah kalian semua.. terima rasa hormat kami sekeluarga yg sedalam2nya kami berterima kasih,luar biasa semua dokter yg ada di halodocc... kami sekeluarga mengucapkan terimakasih banyak buat semua team dokter biarlah tuhan allah yang akan membalas semua kebaikan dan amal ibadah kalian semua.. terima rasa hormat kami sekeluarga yg sedalam2nya kami berterima kasih,id
Dokternya ok dan sangat membantu,dokternya ok dan sangat membantu,id
Saya order Natur E 2 kotak. Nggak pakai lama sudah sampai dan harga normal. Mantap!,saya order natur e 2 kotak. nggak pakai lama sudah sampai dan harga normal. mantap!,id
"Bagus, membantu sekali","bagus, membantu sekali",id
Sangat membantu sekali di masa psbb ini,sangat membantu sekali di masa psbb ini,id
Sangat membantu. Thanks,sangat membantu. thanks,id
"Sudah bbrp kali pesan obat di sini.. membantu bgt kalau pas di luar kota, bantu yg di rumah cari obat atau pas cari obat sementara cuaca atau kondisi ga mendukung. Belum coba fitur lainnya tp sejauh ini aplikasinya cukup user friendly dan payment gateway lengkap dan mudah. Keep up the good work!","sudah bbrp kali pesan obat di sini.. membantu bgt kalau pas di luar kota, bantu yg di rumah cari obat atau pas cari obat sementara cuaca atau kondisi ga mendukung. belum coba fitur lainnya tp sejauh ini aplikasinya cukup user friendly dan payment gateway lengkap dan mudah. keep up the good work!",id
Gag bisa login.. tiap kali mau minta OTP lebih dari 1 jam baru dikrim kan.. tpi percuma udah gag berlaku OTP yg dikirimkan,gag bisa login.. tiap kali mau minta otp lebih dari 1 jam baru dikrim kan.. tpi percuma udah gag berlaku otp yg dikirimkan,id
Sangat berguna - apalagi dengan berlakunya larangan keluar,sangat berguna - apalagi dengan berlakunya larangan keluar,id
Cool..we can consultation with the doctors..we can choose which doctor that we want to talk to,cool..we can consultation with the doctors..we can choose which doctor that we want to talk to,en
Aplikasi yang sangat sangat membantu,aplikasi yang sangat sangat membantu,id
Aplikasi yang sangat membantu,aplikasi yang sangat membantu,id
Bs chat sm dokter2 specialis dng bea murah,bs chat sm dokter2 specialis dng bea murah,id
It helps a lot,it helps a lot,en
Sangat membantu sekali untuk berkonsultasi mengenai kesehatan dan gaya hidup. Terutama di saat kondisi seperti ini. Saya sarankan untuk rajin berkonsultasi dengan dokter pilihan anda. Karena kita yang terlihat sehat bisa jadi memiliki gejala penyakit tertentu. Stay save stay healthy...,sangat membantu sekali untuk berkonsultasi mengenai kesehatan dan gaya hidup. terutama di saat kondisi seperti ini. saya sarankan untuk rajin berkonsultasi dengan dokter pilihan anda. karena kita yang terlihat sehat bisa jadi memiliki gejala penyakit tertentu. stay save stay healthy...,id
It got much better than a couple years ago. Congrats,it got much better than a couple years ago. congrats,en
Penjelasan dokternya cukup mudah di pahami namun keterbatasan waktu yg membuat konsul terburu2. Mgk baiknya ada pilihan tarif utk lamanya konsul,penjelasan dokternya cukup mudah di pahami namun keterbatasan waktu yg membuat konsul terburu2. mgk baiknya ada pilihan tarif utk lamanya konsul,id
Very useful application,very useful application,en
Fast response and Fast delivery,fast response and fast delivery,en
"Aplikasi ini bertujuan untuk mengatasi keluhan dan dilanjutkan dengan tindakan medis, tidak menerima edukasi tentang kesehatan. Jadi gak peduli masyarakat bodoh soal kesehatan. Auto uninstall. Terima kasih","aplikasi ini bertujuan untuk mengatasi keluhan dan dilanjutkan dengan tindakan medis, tidak menerima edukasi tentang kesehatan. jadi gak peduli masyarakat bodoh soal kesehatan. auto uninstall. terima kasih",id
Mudah dan cepat untuk handle keluhan,mudah dan cepat untuk handle keluhan,id
"Harusnya history chatnya tidak hilang, jadi kalo mau beli obat yg direkom dokter masih bisa lihat chatting terakhir 😢","harusnya history chatnya tidak hilang, jadi kalo mau beli obat yg direkom dokter masih bisa lihat chatting terakhir",id
"Bagus sekali, tidak perlu antri diapotek untuk tebus obat atau beli vitamin.","bagus sekali, tidak perlu antri diapotek untuk tebus obat atau beli vitamin.",id
Sangat berguna disaat physical distancing kayak gini,sangat berguna disaat physical distancing kayak gini,id
Rahasia terjamin. Konsultasi mudah. Dan cepat. Resep langsung bs didapat. Obat bs langsung diterima..,rahasia terjamin. konsultasi mudah. dan cepat. resep langsung bs didapat. obat bs langsung diterima..,id
Sangat puas sekali dalam memberi bantuan rapid test,sangat puas sekali dalam memberi bantuan rapid test,id
stok obatnya ngga update. di cancel terus,stok obatnya ngga update. di cancel terus,id
Good app for health consultation,good application for health consultation,en
"Luar biasa saya kira bakal dianter pagi , chat dokter jam 2.30 obat sampe jam 03.00 pagi wowww , hebat klean","luar biasa saya kira bakal dianter pagi , chat dokter jam 2.30 obat sampe jam 03.00 pagi wowww , hebat klean",id
ads on ig is so clickbaity smh,ads on ig is so clickbaity smh,en
"Kebantu banget ada aplikasi ini, apalagi lagi musim pandemi wavah virus seperti sekarang, jadi ga harus pergi keluar.","kebantu banget ada aplikasi ini, apalagi lagi musim pandemi wavah virus seperti sekarang, jadi ga harus pergi keluar.",id
Isi dompet nya bisa lewat Alfamart atau indomaret dong biar mudah kalo yg gak punya atm,isi dompet nya bisa lewat alfamart atau indomaret dong biar mudah kalo yg gak punya atm,id
"Sangat membantu, terutama di tengah wabah covid-19 ini. Terima kasih halodoc.","sangat membantu, terutama di tengah wabah covid-19 ini. terima kasih halodoc.",id
"Saya baru sekali chattingan dengan dokter di app ini, sangat membantu saya mencari tau tentang keluhan yg saya alami.","saya baru sekali chattingan dengan dokter di application ini, sangat membantu saya mencari tau tentang keluhan yg saya alami.",id
Easy to use. Its like u have your own private doctor anytime anywhere,easy to use. its like you have your own private doctor anytime anywhere,en
First experience use halodoc to buy medicine. And the response is very quick.. . Thanks ya,first experience use halodoc to buy medicine. and the response is very quick.. . thanks ya,en
"pelayananny dokterny cepat dan tanggap, membantu sekali informasi yg diberikan dan aplikasiny mudah digunakan...bermanfaat sekali","pelayananny dokterny cepat dan tanggap, membantu sekali informasi yg diberikan dan aplikasiny mudah digunakan...bermanfaat sekali",id
"respon cepat namun aplikasi masih bisa dikembangkan, terimakasih","respon cepat namun aplikasi masih bisa dikembangkan, terimakasih",id
Dokternya ramah bangeett,dokternya ramah bangeett,id
Sangat membantu untuk konsultasi,sangat membantu untuk konsultasi,id
"Very helpfull, thanks halodoc","very helpfull, thanks halodoc",en
Suatu pengalaman yang sangat membantu dan menyenangkan dapat menggunakan applikasi ini,suatu pengalaman yang sangat membantu dan menyenangkan dapat menggunakan applikasi ini,id
"Great apps, very helpful on critical situation","great application, very helpful on critical situation",en
"Percuma. Di aplikasi ada stok, di apoteknya ga ada. Habis2in waktu dan energi.","percuma. di aplikasi ada stok, di apoteknya ga ada. habis2in waktu dan energi.",id
Bagus sih cuma dokternya slow respon banget. Mana batas waktu terbatas tiap konsul.,bagus sih cuma dokternya slow respon banget. mana batas waktu terbatas tiap konsul.,id
App lancar..user friendly very helpful,application lancar..user friendly very helpful,en
Very useful and quick response,very useful and quick response,en
Pelayanan hebat dan solutif,pelayanan hebat dan solutif,id
Berguna sekali dan cepat..jd ga perlu ke RS dan antri di apotik..apalagi di masa pandemi seperti sekarang,berguna sekali dan cepat..jd ga perlu ke rs dan antri di apotik..apalagi di masa pandemi seperti sekarang,id
Handy app and I love it! Useful for the sick person can just type to doc and order medicine from finger tips... Excellent app.. Thanks Halodoc. Aplikasi ini sangat bagus sekali dan sangat membantu org yg sedang sakit utk bertanya lsg dgn dokter jg membeli resep obat dalam jangkauan menit saja... Terimakasih Halodoc,handy application and i love it! useful for the sick person can just type to doc and order medicine from finger tips... excellent application.. thanks halodoc. aplikasi ini sangat bagus sekali dan sangat membantu org yg sedang sakit utk bertanya lsg dgn dokter jg membeli resep obat dalam jangkauan menit saja... terimakasih halodoc,id
aplikasi mudah digunakan,aplikasi mudah digunakan,id
Dokternya baik jg pertanyaan sy di jawab semua,dokternya baik jg pertanyaan sy di jawab semua,id
This app really helpfull to find me some medicines which I couldn't find in my area,this application really helpfull to find me some medicines which i could not find in my area,en
"Penjelasan, waktu konsultasi dilebihkan","penjelasan, waktu konsultasi dilebihkan",id
Simple dan ajib,simple dan ajib,id
"Very recommended,pelayanannya bagus,cepat,beli obat dengan upload resep pun juga gampang,pengiriman juga cepat dan mudah.","very recommended,pelayanannya bagus,cepat,beli obat dengan upload resep pun juga gampang,pengiriman juga cepat dan mudah.",id
Appnya sangat membantu unt konsultasi dan owmbelia obat serta barang2 keperluan terkait dengan kesehatan dan sanitasi,appnya sangat membantu unt konsultasi dan owmbelia obat serta barang2 keperluan terkait dengan kesehatan dan sanitasi,id
"Sangat sangat sangat membantu sekali dengan adanya halodoc, semua serba praktis. Keep a good work halodoc","sangat sangat sangat membantu sekali dengan adanya halodoc, semua serba praktis. keep a good work halodoc",id
"saat pandemi seperti saat ini, saya merasa sangaaatttt dimudahkan dengan adanya Halodoc..ga perlu repot bawa anak2 saya ke rs..dokternya juga responsif..tersedia jg obat obatan yang bisa diantar kerumah..ada pengingat untuk minum obat juga. kerennn...saran saya untuk dipertimbangkan, mungkin Halodoc bisa buat list nama apotek sekitar lokasi si pengguna..jadi pengguna bisa pilih apoteknya dan obat2an di apotek tersebut.. terimakasih","saat pandemi seperti saat ini, saya merasa sangaaatttt dimudahkan dengan adanya halodoc..ga perlu repot bawa anak2 saya ke rs..dokternya juga responsif..tersedia jg obat obatan yang bisa diantar kerumah..ada pengingat untuk minum obat juga. kerennn...saran saya untuk dipertimbangkan, mungkin halodoc bisa buat list nama apotek sekitar lokasi si pengguna..jadi pengguna bisa pilih apoteknya dan obat2an di apotek tersebut.. terimakasih",id
Doctor is responsive and knowledgable,doctor is responsive and knowledgable,en
"Sangat membantu sekali dalam situasi Social Distancing seperti saat ini... Semoga Covid-19 segera berlalu, dan kita bisa banyak dapat pelajaran dalam situasi ini.","sangat membantu sekali dalam situasi social distancing seperti saat ini... semoga covid-19 segera berlalu, dan kita bisa banyak dapat pelajaran dalam situasi ini.",id
"Menolong banget ketika lagi ada wabah corona, kita ngga perlu ke rumah sakit. Dan feedbacknha bagus banget.","menolong banget ketika lagi ada wabah corona, kita ngga perlu ke rumah sakit. dan feedbacknha bagus banget.",id
Aps yg sangat bermanfaat bagi masyarakat,aps yg sangat bermanfaat bagi masyarakat,id
"Usefull for our familly in the situation right now ..corona everywhere,and we can't go to hopital..","usefull for our familly in the situation right now ..corona everywhere,and we cannot go to hopital..",en
"Ada dokter nanya masalah pribadi, terus dimasukin ke advice (catatan dari dokter). Malu bgt, padahal harusnya advice berkaitan dengan keluhan! Tp dokter yg lain bagus.","ada dokter nanya masalah pribadi, terus dimasukin ke advice (catatan dari dokter). malu bgt, padahal harusnya advice berkaitan dengan keluhan! tp dokter yg lain bagus.",id
"Tepat waktu, larut malampun diantar.","tepat waktu, larut malampun diantar.",id
Thank you halodoc.. biasanya banyaj org takut ke dokter krna takutt di judge tapi dengan apps ini gaperlu malu dan nahan sakit lg bisa lgsg konsultasi dengan dojter2 yg ramah dan dikasih solusi obat serta tips nya. Luvvvb,thank you halodoc.. biasanya banyaj org takut ke dokter krna takutt di judge tapi dengan application ini gaperlu malu dan nahan sakit lg bisa lgsg konsultasi dengan dojter2 yg ramah dan dikasih solusi obat serta tips nya. luvvvb,id
Menjawab semua keluhan2 dgn baik,menjawab semua keluhan2 dgn baik,id
Great apps..keep it up,great application..keep it up,en
"Sangat berguna, aplikasi mudah untuk dipahami. Transaksi mudah tidak ribet.","sangat berguna, aplikasi mudah untuk dipahami. transaksi mudah tidak ribet.",id
"Bagus uy, sangat membantu... Maju terus Halo doc, sehatkannnn Indonesia","bagus uy, sangat membantu... maju terus halo doc, sehatkannnn indonesia",id
"Awalnya saya senang dengan adanya alpikasi ini membantu saat orang2 sedang sakit mendadak dan tdk bisa kemana2 tp sekarang2 kenapa susah untuk digunakan sangat menyayangkan sekali padahal orng2 yg sedang sakit membutuhkan obat karna tidak bisa membelinys langsung, mohon ditingkatkan kembali untuk kenyamanan semua, terimakasih","awalnya saya senang dengan adanya alpikasi ini membantu saat orang2 sedang sakit mendadak dan tdk bisa kemana2 tp sekarang2 kenapa susah untuk digunakan sangat menyayangkan sekali padahal orng2 yg sedang sakit membutuhkan obat karna tidak bisa membelinys langsung, mohon ditingkatkan kembali untuk kenyamanan semua, terimakasih",id
Current location sering geser terlalu jauh & andai bs simpan alamat spt app ojek online,current location sering geser terlalu jauh & andai bs simpan alamat spt application ojek online,en
Very helpful app,very helpful application,en
Wah jadi bisa konsultasi online tanpa harus datang ke klinik.. Terima kasih halodoc,wah jadi bisa konsultasi online tanpa harus datang ke klinik.. terima kasih halodoc,id
"Alhamdulillah 3 x order, memuaskan","alhamdulillah 3 x order, memuaskan",id
"I set up an appointment (rapid test covid-19). It was ok. No problem. However, the result didnt appear on the app. I logged out, logged in, nothing changes. No result. I checked the update. It was not available. I try to chat in the app. NO RESPONSE.","i set up an appointment (rapid test covid-19). it was ok. no problem. however, the result did not appear on the application. i logged out, logged in, nothing changes. no result. i checked the update. it was not available. i try to chat in the application. no response.",en
"Tidak perlu repot2 ke rumah sakit,klinik, atau puskemas buat konsultasi dan beli obat. Pilihan dokternya juga banyak. Mantap!","tidak perlu repot2 ke rumah sakit,klinik, atau puskemas buat konsultasi dan beli obat. pilihan dokternya juga banyak. mantap!",id
Dokter nya ramah dan cepet membalasnya terima kasih atas bantuannya,dokter nya ramah dan cepet membalasnya terima kasih atas bantuannya,id
Applikasi yg bagus dan memudahkan,applikasi yg bagus dan memudahkan,id
"Beberapa tombol tidak bisa di klik, terutama yg berada di header, Hp xiaomi redmi note 8 pro, os android 9, miui 11.02 global","beberapa tombol tidak bisa di klik, terutama yg berada di header, hp xiaomi redmi note 8 pro, os android 9, miui 11.02 global",id
Halodoc is very helpful in providing convenience in purchasing medicine without having to go to drug store. The purchase is also convenient thanks to gopay.,halodoc is very helpful in providing convenience in purchasing medicine without having to go to drug store. the purchase is also convenient thanks to gopay.,en
"Praktis sekali, mantap","praktis sekali, mantap",id
"Beli obat di sini udh upload resep doktee, janjinya 60 menit delivery. boro boroooo.. 60 menit direspon juga enggak chat ku...apa diproses atau enggak. Klo pasukan Halo doc lagi pada wFH..ya mending aplikasi nya di lock aja dulu..","beli obat di sini udh upload resep doktee, janjinya 60 menit delivery. boro boroooo.. 60 menit direspon juga enggak chat ku...apa diproses atau enggak. klo pasukan halo doc lagi pada wfh..ya mending aplikasi nya di lock aja dulu..",id
Sangat membantu sekali.. terima kasih halo doc,sangat membantu sekali.. terima kasih halo doc,id
Aplikasi yang sangat memudahkan disituasi corona seperti ini. Tidak perlu antri dan keluar rumah.,aplikasi yang sangat memudahkan disituasi corona seperti ini. tidak perlu antri dan keluar rumah.,id
