content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
"good, and fast","good, and fast",en,0.4404,0.0,0.408,0.592,2,good fast
"Latest working version in my mobile Phone(P30Pro) is 5.9, after that, I can not even press button getting started or slide on the app","latest working version in my mobile phone(p30pro) is 5.9, after that, i can not even press button getting started or slide on the application",en,0.0,0.0,1.0,0.0,0,p30pro press button
Great application in the world,great application in the world,en,0.6249,0.0,0.494,0.506,2,great application world
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Useful apps for healthy info,useful application for healthy info,en,0.6808,0.0,0.349,0.651,2,useful application healthy
Thank you... helpfully...great app...,thank you... helpfully...great application...,en,0.3612,0.0,0.545,0.455,1,helpfully great application
Helpful app ❤,helpful application,en,0.7906,0.0,0.222,0.778,2,helpful application
"Good respon, fast respon","good respon, fast respon",en,0.4404,0.0,0.508,0.492,1,good respon fast
"UI was good, access for users it's so simple. But we still move to other app to track our purchase, because it's not available in direct app.","ui was good, access for users it is so simple. but we still move to other application to track our purchase, because it is not available in direct application.",en,0.2382,0.0,0.93,0.07,1,ui good access
Let's see the result.,let us see the result.,en,0.0,0.0,1.0,0.0,0,let result
easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
This apps is really helpful and solve our problem to buy medechine and chat with doctor,this application is really helpful and solve our problem to buy medechine and chat with doctor,en,0.352,0.129,0.623,0.247,1,buy medechine chat
helpfull app . Thanks,helpfull application . thanks,en,0.4404,0.0,0.508,0.492,1,helpfull application thanks
Good app.. thanks alot 🙏,good application.. thanks alot,en,0.7003,0.0,0.408,0.592,2,application thanks alot
"This application is easy to use n very helpful, recommended app 👍👍","this application is easy to use n very helpful, recommended application",en,0.7947,0.0,0.598,0.402,1,application easy use
Very helpfullllll .......,very helpfullllll .......,en,0.0,0.0,1.0,0.0,0,helpfullllll
So helpful for me thanks doc,so helpful for me thanks doc,en,0.7178,0.0,0.4,0.6,2,helpful thanks doc
Can't download complite... weird!,cannot download complite... weird!,en,0.2047,0.0,0.624,0.376,1,download complite weird
Good respond and service,good respond and service,en,0.4404,0.0,0.508,0.492,1,good respond service
Cool apps.. good service.. quick..,cool application.. good service.. quick..,en,0.6369,0.0,0.366,0.634,2,cool application good
Very fast service. So helpful.,very fast service. so helpful.,en,0.5598,0.0,0.525,0.475,1,fast service helpful
It is a very helpful app however it will be more great if there is option of the nearest pharmacy. I had to wait for 1 hour and I feel bad for mas gojek to deliver the medicine despite the distance is so far from my place. Please make update on the choice of the nearest pharmacy. Thank you.,it is a very helpful application however it will be more great if there is option of the nearest pharmacy. i had to wait for 1 hour and i feel bad for mas gojek to deliver the medicine despite the distance is so far from my place. please make update on the choice of the nearest pharmacy. thank you.,en,0.831,0.05,0.774,0.176,1,option nearest pharmacy
"Very convenient, easy to use, and fast service. So satisfying!","very convenient, easy to use, and fast service. so satisfying!",en,0.8093,0.0,0.522,0.478,1,convenient easy use
Helping me to buy some medicine at rough time. It is very helpfull.,helping me to buy some medicine at rough time. it is very helpfull.,en,0.296,0.0,0.845,0.155,1,buy medicine rough
This app is very helpful. Thank you very much halodoc...,this application is very helpful. thank you very much halodoc...,en,0.707,0.0,0.577,0.423,1,helpful thank halodoc
This app so good! I like it!,this application so good! i like it!,en,0.7958,0.0,0.414,0.586,2,application good like
Free of Charge Medicine Delivery Service..Awesome..😁🌟🌟🌟🌟🌟👍,free of charge medicine delivery service..awesome..,en,0.743,0.0,0.769,0.231,1,free charge medicine
"This is very helpful apps to all of us who still live by themselves. When you have nobody around and seek for meds. This is definitely my no.1 app to go Please do some bug fixes for Android phone. While having chat with doctor, the second line is not visible under the chat bar. Thx","this is very helpful application to all of us who still live by themselves. when you have nobody around and seek for meds. this is definitely my no.1 application to go please do some bug fixes for android phone. while having chat with doctor, the second line is not visible under the chat bar. thanks",en,0.8622,0.0,0.828,0.172,1,having chat doctor
"Helpful, when u cant find a doctor either go to hospital or just consultation when u just realized what you need to know after went home from hospital. Best app good doctor","helpful, when you cannot find a doctor either go to hospital or just consultation when you just realized what you need to know after went home from hospital. best application good doctor",en,0.872,0.0,0.746,0.254,1,helpful doctor hospital
"Regardless your claim about your care and professionalism, it's just a big nonsense! At Mitra Keluarga Kelapa Gading, they offered prescribed medicine delivery service within 25 KM, free of charge, WITHIN 1 HOUR (as written on their board). However, today my experience was horrible. I submitted my presciption at about 5 p.m., and until now (9.38 p.m.) I haven't received any medicines. The hospital pharmacy stated they had handed over the medicines at about 8.30 p.m. My house is just within 2 km","regardless your claim about your care and professionalism, it is just a big nonsense! at mitra keluarga kelapa gading, they offered prescribed medicine delivery service within 25 km, free of charge, within 1 hour (as written on their board). however, today my experience was horrible. i submitted my presciption at about 5 p.m., and until now (9.38 p.m.) i have not received any medicines. the hospital pharmacy stated they had handed over the medicines at about 8.30 p.m. my house is just within 2 km",en,0.1511,0.067,0.859,0.074,1,prescribed medicine delivery
late evening not possible to see a doctor... log in to halodoc and got help. thanks smart people making this. Gbu,late evening not possible to see a doctor... log in to halodoc and got help. thanks smart people making this. gbu,en,0.8074,0.0,0.684,0.316,1,halodoc got help
Very helpful if you busy to go to pharmacy or drug store... Easy to use. Sometimes they give good discount also 😊👍,very helpful if you busy to go to pharmacy or drug store... easy to use. sometimes they give good discount also,en,0.9312,0.0,0.607,0.393,1,helpful busy pharmacy
"useful and helpful app. i don't know it will work or not, but great one if halodoc input veterinarian for pets","useful and helpful application. i do not know it will work or not, but great one if halodoc input veterinarian for pets",en,-0.38,0.169,0.685,0.146,-1,halodoc input veterinarian
Really appreciate this application.. need alergi medicine at 10 night..,really appreciate this application.. need alergi medicine at 10 night..,en,0.4576,0.0,0.75,0.25,1,need alergi medicine
This is an increadibly useful app. Everything made simple by just tapping and looking at your phone.,this is an increadibly useful application. everything made simple by just tapping and looking at your phone.,en,0.4404,0.0,0.847,0.153,1,tapping looking phone
Very useful application especially for emergency need,very useful application especially for emergency need,en,0.081,0.26,0.452,0.288,1,useful application especially
Very helpful because we just stay at home while resting,very helpful because we just stay at home while resting,en,0.4754,0.0,0.744,0.256,1,stay home resting
Fast respons. Good.,fast respons. good.,en,0.4404,0.0,0.408,0.592,2,fast respons good
You can consult freely to a doctor....,you can consult freely to a doctor....,en,0.4404,0.0,0.674,0.326,1,consult freely doctor
Awesome and fast response :),awesome and fast response :),en,0.7964,0.0,0.297,0.703,2,awesome fast response
Helpful sooo much!!!!,helpful sooo much!!!!,en,0.6083,0.0,0.335,0.665,2,helpful sooo
(+) Easy to use (-) can not choose pharmacy,(+) easy to use (-) can not choose pharmacy,en,0.4404,0.0,0.734,0.266,1,use choose pharmacy
"Good, very efective","good, very efective",en,0.4404,0.0,0.408,0.592,2,good efective
"A well designed app, the user experience is really good :)","a well designed application, the user experience is really good :)",en,0.8211,0.0,0.483,0.517,2,application user experience
"Really easy & simple to get my daily medicine and cheap. But.... The things that make me mad is, the pharmacy replaced my medicine with another product and it was cheaper than the first I ordered, but they said if medicine was the same price. after I checked, the price was cheaper than what I had paid, but the price was said to be the same. halodoc doesn't really help either. just talking and texting. no further settlement. so be careful, when ordering at halodoc, always check it again!!","really easy & simple to get my daily medicine and cheap. but.... the things that make me mad is, the pharmacy replaced my medicine with another product and it was cheaper than the first i ordered, but they said if medicine was the same price. after i checked, the price was cheaper than what i had paid, but the price was said to be the same. halodoc does not really help either. just talking and texting. no further settlement. so be careful, when ordering at halodoc, always check it again!!",en,-0.8167,0.11,0.846,0.044,-1,daily medicine cheap
So helpfull ! Thankyouu,so helpfull ! thankyouu,en,0.0,0.0,1.0,0.0,0,helpfull thankyouu
Very good service and fast on process,very good service and fast on process,en,0.4927,0.0,0.653,0.347,1,good service fast
the respond from customer service very slow. Made an order and didnt receive the item while the status already been delivered.,the respond from customer service very slow. made an order and did not receive the item while the status already been delivered.,en,0.0,0.0,1.0,0.0,0,item status delivered
Very helpful app👍👍👍,very helpful application,en,0.4754,0.0,0.721,0.279,1,helpful application
"Really helpful, very easy to use and the flow is so easy to understand (seamless)","really helpful, very easy to use and the flow is so easy to understand (seamless)",en,0.8831,0.0,0.538,0.462,1,easy use flow
Very convenient and always under an hour,very convenient and always under an hour,en,0.0,0.0,1.0,0.0,0,convenient hour
"Helpfull, thanks a lot Halodoc","helpfull, thanks a lot halodoc",en,0.4404,0.0,0.58,0.42,1,thanks lot halodoc
Good app.. thx,good application.. thanks,en,0.6597,0.0,0.156,0.844,2,good application thanks
"I need medicine at almost midnight, and halodoc really helped me, thanks halodoc thanks to gojek also👍🏻👍🏻","i need medicine at almost midnight, and halodoc really helped me, thanks halodoc thanks to gojek also",en,0.7239,0.0,0.805,0.195,1,medicine midnight halodoc
good service but expensive delivery,good service but expensive delivery,en,0.2382,0.0,0.672,0.328,1,service expensive delivery
need active chat,need active chat,en,0.4019,0.0,0.426,0.574,2,need active chat
"Best app for medical so far,,,","best application for medical so far,,,",en,0.6369,0.0,0.543,0.457,1,best application medical
"App's chat function sometimes doesn't register responses. I waited for the doctor to respond and exits the chat and immidiately enter again to find she already did a few minutes ago! It wasted so much time on a consultation I paid, and it probably is very inconvinient for the doctors as well","application's chat function sometimes does not register responses. i waited for the doctor to respond and exits the chat and immidiately enter again to find she already did a few minutes ago! it wasted so much time on a consultation i paid, and it probably is very inconvinient for the doctors as well",en,-0.3382,0.063,0.899,0.038,-1,application chat function
Thank you halodoc,thank you halodoc,en,0.3612,0.0,0.444,0.556,2,thank halodoc
This application so helpfull and easy to use!,this application so helpfull and easy to use!,en,0.5355,0.0,0.669,0.331,1,helpfull easy use
Good app. Very helpful for emergency,good application. very helpful for emergency,en,0.4818,0.242,0.253,0.505,2,application helpful emergency
"Smart and simple apps, must have apps for an emergency condition. Tks","smart and simple application, must have application for an emergency condition. tks",en,0.0258,0.17,0.654,0.176,1,application emergency condition
This is my first time using this app. Love this.. I can consult with GP doctor and they answer with patient all my question and also give me medical advice. two tumbs up!!,this is my first time using this application. love this.. i can consult with gp doctor and they answer with patient all my question and also give me medical advice. two tumbs up!!,en,0.6988,0.0,0.87,0.13,1,consult gp doctor
"it's a wow experience, thx to all of u that involved to make this kind of apps","it is a wow experience, thanks to all of you that involved to make this kind of application",en,0.743,0.0,0.704,0.296,1,wow experience
Good!! very helpfulness,good!! very helpfulness,en,0.7702,0.0,0.13,0.87,2,good helpfulness
Good application. Helpful,good application. helpful,en,0.6908,0.0,0.149,0.851,2,good application helpful
"Nice app, for Keep your health","nice application, for keep your health",en,0.4215,0.0,0.641,0.359,1,nice application health
This app is great and Always helpfull ! Thanks a lot.,this application is great and always helpfull ! thanks a lot.,en,0.807,0.0,0.552,0.448,1,application great helpfull
"Easy, fast and nicely","easy, fast and nicely",en,0.7003,0.0,0.256,0.744,2,easy fast nicely
Thank youu. I feel better now,thank youu. i feel better now,en,0.6597,0.0,0.426,0.574,2,youu feel better
"Its so usefull, the doctor give me tomuch suggestions and so humble thx doc.","its so usefull, the doctor give me tomuch suggestions and so humble thanks doc.",en,0.4173,0.0,0.824,0.176,1,doctor tomuch suggestions
Exceptionally Great App,exceptionally great application,en,0.659,0.0,0.313,0.687,2,exceptionally great application
Very helpful. Thanks,very helpful. thanks,en,0.7408,0.0,0.138,0.862,2,helpful thanks
"It's very helpful and easy to use, just like having our own pharmacist at home","it is very helpful and easy to use, just like having our own pharmacist at home",en,0.8297,0.0,0.578,0.422,1,having pharmacist home
"Loving this app. This app helps me to buy medicine without go to drug store. Just use, pay, and wait. Nice.","loving this application. this application helps me to buy medicine without go to drug store. just use, pay, and wait. nice.",en,0.836,0.051,0.614,0.336,1,buy medicine drug
Good aplication for urgent situation,good aplication for urgent situation,en,0.5719,0.0,0.39,0.61,2,aplication urgent situation
IT SAVES MY LIFE!,it saves my life!,en,0.0,0.0,1.0,0.0,0,saves life
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Thanks halodoc for helping me a lot in my medical experience,thanks halodoc for helping me a lot in my medical experience,en,0.6249,0.0,0.638,0.362,1,thanks halodoc helping
"This is very helped me. The doctor was so humble and kind. For my first time, it is really worth it. Thanks","this is very helped me. the doctor was so humble and kind. for my first time, it is really worth it. thanks",en,0.841,0.0,0.678,0.322,1,helped doctor humble
Super fast and reliable.. Nice apps,super fast and reliable.. nice application,en,0.7717,0.0,0.374,0.626,2,super fast reliable
I've got personal Diet and after download thiss app im so thankfull and helpfull i have many recomend about the rule to reach a good food and the right times to eat without sick anymore for Personal Special Diet. Like me and the most thing i hope can find the young single dr. Peach. 😁,i have got personal diet and after download this is application i am so thankfull and helpfull i have many recomend about the rule to reach a good food and the right times to eat without sick anymore for personal special diet. like me and the most thing i hope can find the young single dr. peach.,en,0.9439,0.0,0.742,0.258,1,personal diet download
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Usefull and helpfull application,usefull and helpfull application,en,0.0,0.0,1.0,0.0,0,usefull helpfull application
Great app ever,great application ever,en,0.6249,0.0,0.328,0.672,2,great application
"Really helpfull for me, especially when i need some drugs and not able/won't go to the apothecary.","really helpfull for me, especially when i need some drugs and not able/will not go to the apothecary.",en,0.0,0.0,1.0,0.0,0,drugs able apothecary
Very helpfull apps.. 🤗,very helpfull application..,en,0.4703,0.0,0.566,0.434,1,helpfull application
"Very helpful, easy to navigate n find everything I need","very helpful, easy to navigate n find everything i need",en,0.7408,0.0,0.561,0.439,1,helpful easy navigate
Great app 👍,great application,en,0.6249,0.0,0.423,0.577,2,great application
"Wrong medicine, drug store to far (wasting time)","wrong medicine, drug store to far (wasting time)",en,-0.7003,0.492,0.508,0.0,-1,wrong medicine drug
"Thank you halodoc, this application is very helpful while I struggled with diarrhea at the middle of night","thank you halodoc, this application is very helpful while i struggled with diarrhea at the middle of night",en,0.4927,0.104,0.652,0.243,1,helpful struggled diarrhea
Good and fast response..,good and fast response..,en,0.4404,0.0,0.508,0.492,1,good fast response
i got flu and cough. the apps made everything so much easier. very neat and clear all the instructions,i got flu and cough. the application made everything so much easier. very neat and clear all the instructions,en,0.7674,0.097,0.559,0.344,1,flu cough application
All is good,all is good,en,0.4404,0.0,0.408,0.592,2,good
"much easier to buy medicine when you are at work, at house when nobody's around you. Recommended!","much easier to buy medicine when you are at work, at house when nobody's around you. recommended!",en,0.5983,0.0,0.754,0.246,1,easier buy medicine
Less time to order medicine,less time to order medicine,en,0.0,0.0,1.0,0.0,0,order medicine
halodoc is really helpful for me when I need to consult with doctor and also helpful to get the medicine prescribed sent with gojek. it's such a complete medical service. thanks!,halodoc is really helpful for me when i need to consult with doctor and also helpful to get the medicine prescribed sent with gojek. it is such a complete medical service. thanks!,en,0.8436,0.0,0.755,0.245,1,halodoc really helpful
Love it. Very usefully.,love it. very usefully.,en,0.807,0.0,0.215,0.785,2,usefully
"What a lifesaver. I ordered medicines at 1.30AM and it arrived 15 minutes later, faster than I expected. The way it seamlessly integrate with Go-Pay made the process easy and intuitive, no fuss! 5 stars out of 5","what a lifesaver. i ordered medicines at 1.30am and it arrived 15 minutes later, faster than i expected. the way it seamlessly integrate with go-pay made the process easy and intuitive, no fuss! 5 stars out of 5",en,0.6996,0.05,0.792,0.158,1,ordered medicines 30am
"A really helpful service, fast response, low delivery cost. I'm so thankful for this app, a life-saver.","a really helpful service, fast response, low delivery cost. i am so thankful for this application, a life-saver.",en,0.774,0.088,0.585,0.327,1,really helpful service
"The doctor was helpful, got free consultation and shipping for the new customers. And got the medicine within an hour, thank you.","the doctor was helpful, got free consultation and shipping for the new customers. and got the medicine within an hour, thank you.",en,0.8225,0.0,0.688,0.312,1,customers got medicine
Best app for my sick kid,best application for my sick kid,en,0.2263,0.287,0.348,0.365,1,best application sick
It's a good aplication,it is a good aplication,en,0.4404,0.0,0.508,0.492,1,good aplication
Halodoc app is a blessing in disguise. The online doctors are so very friendly inspite of not knowing us. Highly recommended 👍👍👍 Thank you Halodoc 🙏,halodoc application is a blessing in disguise. the online doctors are so very friendly inspite of not knowing us. highly recommended thank you halodoc,en,0.8613,0.049,0.666,0.285,1,halodoc application
Very fast. Reliable,very fast. reliable,en,0.0,0.0,1.0,0.0,0,fast reliable
Need to interact with app develop.. to give comments on articles n others,need to interact with application develop.. to give comments on articles n others,en,0.0,0.0,1.0,0.0,0,application develop comments
Always help for any situations,always help for any situations,en,0.4019,0.0,0.597,0.403,1,help situations
Really helpful 😍😍😍,really helpful,en,0.9076,0.0,0.447,0.553,2,really helpful
"Easy, fast delivery & I can even pay with my credit card.","easy, fast delivery & i can even pay with my credit card.",en,0.6249,0.088,0.566,0.346,1,easy fast delivery
Very quick and reliable. Medicine was sent in sealed package and pricing is good too.,very quick and reliable. medicine was sent in sealed package and pricing is good too.,en,0.4404,0.0,0.828,0.172,1,quick reliable medicine
Very helpful i got sick 4.00 AM,very helpful i got sick 4.00 am,en,-0.0534,0.29,0.439,0.271,-1,helpful got sick
"Its a good apps, and helpfull thanks halodoc","its a good application, and helpfull thanks halodoc",en,0.7003,0.0,0.508,0.492,1,good application helpfull
Awesome. The doctor is really helpful. Thank you very much,awesome. the doctor is really helpful. thank you very much,en,0.8742,0.0,0.412,0.588,2,doctor really helpful
Very helpfull on urgent situation,very helpfull on urgent situation,en,0.2648,0.0,0.66,0.34,1,helpfull urgent situation
"It helps me cure my depression a lot, thank youu very much! 🥰⛅","it helps me cure my depression a lot, thank youu very much!",en,0.8508,0.117,0.474,0.41,1,helps cure depression
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Goood app..make easy buy medicine,goood application..make easy buy medicine,en,0.4404,0.0,0.58,0.42,1,easy buy medicine
Consultation time is limited,consultation time is limited,en,-0.2263,0.388,0.612,0.0,-1,consultation time limited
"Please add a feature to enable a customer to change his/her phone number. This one is crucial, since delivery courier will contact the saved number. What if a customer lost access to his/her number, and already switched to a new number? update: already contacted customer support, they said ""No, you can't change your phone number, sorry."" Why don't you guys just enable that phone number form field? Is it that hard?","please add a feature to enable a customer to change his/her phone number. this one is crucial, since delivery courier will contact the saved number. what if a customer lost access to his/her number, and already switched to a new number? update: already contacted customer support, they said ""no, you cannot change your phone number, sorry."" why do not you guys just enable that phone number form field? is it that hard?",en,0.7987,0.062,0.736,0.201,1,change phone number
"Amazing app, keep up the good work!","amazing application, keep up the good work!",en,0.7901,0.0,0.417,0.583,2,amazing application good
"Very helpful. Makes my life easier. Can be improved, though.","very helpful. makes my life easier. can be improved, though.",en,0.8399,0.0,0.438,0.562,2,helpful makes life
"Urgently need to buy med for my parent, far far away from my location. Its 4 am in the morning. And it really works that fast. Savior.","urgently need to buy med for my parent, far far away from my location. its 4 am in the morning. and it really works that fast. savior.",en,0.0,0.0,1.0,0.0,0,need buy med
"Very usefullllll, great job halodoc!","very usefullllll, great job halodoc!",en,0.6879,0.0,0.461,0.539,2,great job halodoc
Nice app and very helpful,nice application and very helpful,en,0.7089,0.0,0.337,0.663,2,nice application helpful
Very impressive app recommended for emergency purpose,very impressive application recommended for emergency purpose,en,0.469,0.212,0.326,0.462,1,application recommended emergency
"Thank you Halodoc,","thank you halodoc,",en,0.3612,0.0,0.444,0.556,2,thank halodoc
Very responsive doctor & great suggestions on medicines. Thank you.,very responsive doctor & great suggestions on medicines. thank you.,en,0.8553,0.0,0.427,0.573,2,responsive doctor great
Very helpful to have some discussion with doctor and appropriate medicine,very helpful to have some discussion with doctor and appropriate medicine,en,0.4754,0.0,0.764,0.236,1,doctor appropriate medicine
I want to buy some medicine but this app always error and give something wrong,i want to buy some medicine but this application always error and give something wrong,en,-0.8201,0.369,0.576,0.055,-1,medicine application error
Easy to use and very helpful,easy to use and very helpful,en,0.7178,0.0,0.4,0.6,2,easy use helpful
great and Fast!,great and fast!,en,0.6588,0.0,0.313,0.687,2,great fast
"As far is good, but the discussion session just really short","as far is good, but the discussion session just really short",en,0.2382,0.0,0.837,0.163,1,good discussion session
Very helpful application,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
Nice apps! Helpfull,nice application! helpfull,en,0.4753,0.0,0.393,0.607,2,nice application helpfull
Frendly and helpfull,frendly and helpfull,en,0.0,0.0,1.0,0.0,0,frendly helpfull
"Nice aplication and so helpy, but can we coiche the pharmachy? I hope we can coiche the pharmachy.","nice aplication and so helpy, but can we coiche the pharmachy? i hope we can coiche the pharmachy.",en,0.6956,0.0,0.736,0.264,1,helpy coiche pharmachy
Very simple and easy,very simple and easy,en,0.4877,0.0,0.487,0.513,2,simple easy
"Its very helping, thank you halodoc","its very helping, thank you halodoc",en,0.6453,0.0,0.431,0.569,2,helping thank halodoc
Excellent app. Working just right for me. Ga perlu susah2 book dokter and ngantri lama hehe.,excellent application. working just right for me. ga perlu susah2 book dokter and ngantri lama hehe.,en,0.5719,0.0,0.802,0.198,1,excellent application working
It's really helpfull. I was in other city which i am not familiar with. In that time i need to buy my dad's medicine but i was confused by the route so i decided to use this app and so glad that the driver got the medicine quickly enough so my dad could get his medicine on time. Thanks a lot!,it is really helpfull. i was in other city which i am not familiar with. in that time i need to buy my dad's medicine but i was confused by the route so i decided to use this application and so glad that the driver got the medicine quickly enough so my dad could get his medicine on time. thanks a lot!,en,0.8172,0.042,0.824,0.134,1,buy dad medicine
it's very helpful since people can directly texting or doing video call with particular doctor to ensure what they're currently experiencing.,it is very helpful since people can directly texting or doing video call with particular doctor to ensure what they are currently experiencing.,en,0.6901,0.0,0.769,0.231,1,video particular doctor
This app it's really helpfull and recomended.. the problem is only about the driver (gojek) not anyone wants to pick up the order haha,this application it is really helpfull and recomended.. the problem is only about the driver (gojek) not anyone wants to pick up the order haha,en,0.0772,0.097,0.794,0.108,1,problem driver gojek
Very usefull for us..,very usefull for us..,en,0.0,0.0,1.0,0.0,0,usefull
Really helpful dan praktis,really helpful dan praktis,en,0.4754,0.0,0.492,0.508,2,helpful dan praktis
"First time using this app, it is very convinient. You should add interface in Gojek to enable giving tips for the driver.","first time using this application, it is very convinient. you should add interface in gojek to enable giving tips for the driver.",en,0.34,0.0,0.897,0.103,1,interface gojek enable
very helpfull app,very helpfull application,en,0.0,0.0,1.0,0.0,0,helpfull application
Good aplication.. Tks a lots,good aplication.. tks a lots,en,0.4404,0.0,0.58,0.42,1,good aplication
Good. Very helpful,good. very helpful,en,0.7178,0.0,0.143,0.857,2,good helpful
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Fast response and easy to use!,fast response and easy to use!,en,0.4926,0.0,0.61,0.39,1,fast response easy
Very helpfull apps..,very helpfull application..,en,0.0,0.0,1.0,0.0,0,helpfull application
It's good. Thank you...,it is good. thank you...,en,0.6597,0.0,0.27,0.73,2,good thank
Convenient and helpful,convenient and helpful,en,0.4215,0.0,0.417,0.583,2,convenient helpful
This application Very helpfull❤️,this application very helpfull,en,0.0,0.0,1.0,0.0,0,application helpfull
"very easy and helpfull. driver is making sure that the receiver is the same on the order. the wrapped the medicine with their halodoc plastic wrap. neat n impressive. Dr feedback also very fast n comforting. Appointment arrangement with Dr is easy, the staff at hospital very helpful and they arrange ur medicone delivered to your house. Superb service! Really recommend the apps!","very easy and helpfull. driver is making sure that the receiver is the same on the order. the wrapped the medicine with their halodoc plastic wrap. neat n impressive. dr feedback also very fast n comforting. appointment arrangement with dr is easy, the staff at hospital very helpful and they arrange you are medicone delivered to your house. superb service! really recommend the application!",en,0.9803,0.0,0.657,0.343,1,easy helpfull driver
"Easily consult with the doctor, even for tiniest bit of health issue, or just asking recommendation about nutrition","easily consult with the doctor, even for tiniest bit of health issue, or just asking recommendation about nutrition",en,0.34,0.0,0.876,0.124,1,easily consult doctor
"Helpfull., I will try to take a medicine first. If it's work I will give 5 stars. 😇","helpfull., i will try to take a medicine first. if it is work i will give 5 stars.",en,0.4588,0.0,0.87,0.13,1,helpfull try medicine
"This app is my holy grail. Very useful apps. Could buy medicine in the middle of the night, when we really cant go by leaving our child etc, and even if we go for travel, i dont hv to b worry anymore to locate nearest apotek or hospital, bcs i have halodoc now. God bless","this application is my holy grail. very useful application. could buy medicine in the middle of the night, when we really cannot go by leaving our child etc, and even if we go for travel, i do not hv to b worry anymore to locate nearest apotek or hospital, bcs i have halodoc now. god bless",en,0.6361,0.047,0.823,0.131,1,application buy medicine
"Best aplication, easy to talk with doctors","best aplication, easy to talk with doctors",en,0.7964,0.0,0.413,0.587,2,easy talk doctors
Easy to use and helpful,easy to use and helpful,en,0.6908,0.0,0.345,0.655,2,easy use helpful
Awesome application. Quick response from call center,awesome application. quick response from call center,en,0.6249,0.0,0.594,0.406,1,awesome application
I like the app ❤️,i like the application,en,0.3612,0.0,0.667,0.333,1,application
Love the service,love the service,en,0.6369,0.0,0.323,0.677,2,love service
My experience was great The doctor was very responsive and informative about health condition and so on. Keep up the good work,my experience was great the doctor was very responsive and informative about health condition and so on. keep up the good work,en,0.8687,0.0,0.66,0.34,1,experience great doctor
Its very helpfull,its very helpfull,en,0.0,0.0,1.0,0.0,0,helpfull
"The apps is fast, responsive. But after you place and pay your med, the gosend courier is keep changing driver, idk why. IT means your med takes longer to reach your home","the application is fast, responsive. but after you place and pay your med, the gosend courier is keep changing driver, i do not know why. it means your med takes longer to reach your home",en,-0.0772,0.094,0.821,0.085,-1,med gosend courier
Very helpfully application,very helpfully application,en,0.5563,0.0,0.358,0.642,2,helpfully application
Excellent. Very helpful,excellent. very helpful,en,0.7778,0.0,0.128,0.872,2,excellent helpful
Useful app. Thanks!!,useful application. thanks!!,en,0.7494,0.0,0.135,0.865,2,useful application thanks
Thank You so much for your incredible application..,thank you so much for your incredible application..,en,0.3612,0.0,0.737,0.263,1,thank incredible application
Its so usefull. Really love it,its so usefull. really love it,en,0.6962,0.0,0.512,0.488,1,usefull really love
Very important app,very important application,en,0.2716,0.0,0.489,0.511,2,important application
Quick and acurate. Satisfied(!),quick and acurate. satisfied(!),en,0.4753,0.0,0.492,0.508,2,quick acurate satisfied
"Very helpful app that my friend recommended, I've got flu,and could barely not walk to the doctor,so I tried to consult the doctor in the app, and it's free! And bought the medicine and vitamins from the same app, amazingly it's cheaper price then the normal if I buy from the pharmacy! And it is included the delivery service as well! I'm strongly recommend to use this app! Thank you Halodoc!","very helpful application that my friend recommended, i have got flu,and could barely not walk to the doctor,so i tried to consult the doctor in the application, and it is free! and bought the medicine and vitamins from the same application, amazingly it is cheaper price then the normal if i buy from the pharmacy! and it is included the delivery service as well! i am strongly recommend to use this application! thank you halodoc!",en,0.9626,0.0,0.743,0.257,1,free bought medicine
Good help so helping!!,good help so helping!!,en,0.8261,0.0,0.103,0.897,2,good help
Helpful application..thanks halo doc,helpful application..thanks halo doc,en,0.4215,0.0,0.517,0.483,1,application thanks halo
Recommended application for buy drugs and consultation with Doktor,recommended application for buy drugs and consultation with doktor,en,0.2023,0.0,0.816,0.184,1,drugs consultation doktor
"Good app, chatting about health problem with your sekected doctor and get prescription, then voilaa...it is delivered to my home ..","good application, chatting about health problem with your sekected doctor and get prescription, then voilaa...it is delivered to my home ..",en,0.0516,0.11,0.772,0.118,1,application chatting health
Really helps. Thanks💚,really helps. thanks,en,0.8826,0.0,0.163,0.837,2,really helps thanks
I highly recommend!!!,i highly recommend!!!,en,0.5674,0.0,0.353,0.647,2,highly recommend
"Overall good, just do a little fix on track order","overall good, just do a little fix on track order",en,0.4404,0.0,0.756,0.244,1,fix track order
Fast Respond.. And Easy to use,fast respond.. and easy to use,en,0.4404,0.0,0.633,0.367,1,fast respond easy
My go to buy medicine sites! Great app,my go to buy medicine sites! great application,en,0.6588,0.0,0.614,0.386,1,medicine sites great
"So helpful, thank you halodoc and especially for all good doctors!","so helpful, thank you halodoc and especially for all good doctors!",en,0.8529,0.0,0.462,0.538,2,helpful thank halodoc
Wahh its helpfull . Thank you,wahh its helpfull . thank you,en,0.3612,0.0,0.667,0.333,1,wahh helpfull thank
