score,content_contractions,compound,neg,neu,pos,vader_rating,keyword
5,Quick action in answer symptoms problem,-0.4019,0.351,0.649,0.0,-1,"[('answer symptoms problem', 0.7794), ('action', 0.467)]"
5,Helpfull and super simple.. The Best..,0.8442,0.0,0.331,0.669,2,[]
1,"Got the worst experience of contact the agent via live chat. Extra note: halodoc does not have commitment to solve customer's problem although if it is their mistake. I need to chat CS several times and none of their answers ease me. By The Way i just need refund and after several chat i asked when they would refund my money, they finally gave me answer and it took almost 10 DAYS JUST TO REFUND Rp100.000. Unbelievable.",-0.7418,0.13,0.8,0.07,-1,"[('refund rp100.000', 0.4739), ('halodoc', 0.4485), ('need refund', 0.4472), ('solve customer', 0.366), ('contact', 0.3551)]"
5,All good. Fast and cheap,0.4404,0.0,0.58,0.42,1,[]
5,Good so far,0.4404,0.0,0.408,0.592,2,[]
5,"A little bit buggy, can be better",0.4404,0.0,0.674,0.326,1,"[('bit', 0.3139)]"
1,"Very bad app, I need to meet with the doctor immediately caused I got Omicron, but after checkout my payment are failed several times. I need doctor immediately bruhh ! You cannot play with patients with serious illness.",-0.9286,0.308,0.692,0.0,-1,"[('got omicron', 0.4864), ('need doctor', 0.4732), ('app', 0.4056), ('doctor', 0.3486), ('patients', 0.3466)]"
5,Nice.. easy to use,0.6908,0.0,0.26,0.74,2,"[('..', 0.1261)]"
5,Great value & easy interface,0.8555,0.0,0.175,0.825,2,"[('interface', 0.5771), ('value', 0.3956)]"
5,"Very very useful, especially in this pandemic time",0.5379,0.0,0.668,0.332,1,"[('time', 0.1822)]"
5,"awesome app, easy to use",0.7906,0.0,0.3,0.7,2,"[('app', 0.6421)]"
5,It is always HelpFull apps specially with this CoVid condition and the Doctors are ready and friendly..thank Halodoc,0.3612,0.0,0.872,0.128,1,"[('covid condition', 0.5052), ('helpfull apps', 0.4996), ('doctors', 0.2636), ('thank halodoc', 0.2287), ('..', 0.0784)]"
5,So helpful apps.,0.4754,0.0,0.393,0.607,2,"[('apps', 0.687)]"
5,Very Helpful apps especially during this pandemic so I do not have to go outside to buy any medicine,0.4754,0.0,0.853,0.147,1,"[('medicine', 0.4346), ('apps', 0.4334), ('pandemic', 0.4258)]"
5,Great repond from the doctor,0.6249,0.0,0.494,0.506,2,"[('repond', 0.5896), ('doctor', 0.3711)]"
5,great and satisfied services,0.7845,0.0,0.225,0.775,2,"[('services', 0.6425)]"
5,Good doctor .. good service .. thanks halodoc,0.8271,0.0,0.365,0.635,2,"[('thanks halodoc', 0.6142), ('doctor ..', 0.4302), ('service', 0.3348)]"
5,Becoming 1st option to consult in this pandemic situation,0.0,0.0,1.0,0.0,0,"[('situation', 0.2435), ('option', 0.1913)]"
5,"Easy to use, fast in processing and delivery",0.4404,0.0,0.707,0.293,1,"[('processing', 0.4747), ('delivery', 0.4454)]"
5,"it helped me alot. fast responses, medicines, doctors are pretty fast responses. did not need to go outjust stay at home then the medicine arrived",0.4939,0.0,0.882,0.118,1,"[('medicines', 0.32), ('medicine', 0.2634), ('responses', 0.2381), ('alot', 0.1797), ('doctors', 0.1658)]"
5,Fast and reliable,0.0,0.0,1.0,0.0,0,[]
5,"Simple, easy, and helpful",0.6908,0.0,0.26,0.74,2,[]
5,It is very useful especially during the pandemic.,0.4927,0.0,0.687,0.313,1,"[('pandemic', 0.4961)]"
5,Thank YOU Halo Doc.. Best Ways When Doctors are Closed on Sunday..,0.7717,0.0,0.599,0.401,1,"[('halo doc', 0.5658), ('doctors', 0.3946), ('sunday', 0.394), ('ways', 0.2575)]"
2,Your map directory seems not to work. I have been waiting for meds for more than 28 minutes as promised,0.3612,0.0,0.884,0.116,1,"[('map directory', 0.4633), ('meds', 0.4004), ('minutes', 0.1089)]"
1,Services is suck No respond after raising trouble,-0.7783,0.609,0.391,0.0,-2,"[('services', 0.5535), ('raising trouble', 0.3543), ('respond', 0.3366)]"
5,"Very helpful, thanks Halo doc",0.7408,0.0,0.324,0.676,2,"[('thanks halo doc', 0.8152)]"
4,"i never thought that i would be using this app. after using it, it helps a lot. thank you. keep up the good work.",0.7906,0.0,0.724,0.276,1,"[('app', 0.4239), ('lot', 0.1253), ('work', 0.0793)]"
5,when there is no any specialis doctor on holiday at the hospital. Halodoc gives the best solution for this. thumbs,0.7906,0.08,0.584,0.336,1,"[('specialis doctor', 0.5866), ('hospital', 0.4673), ('halodoc', 0.2745), ('holiday', 0.2541), ('thumbs', 0.2197)]"
4,Very helpful in every condition for Healthcare,0.4754,0.0,0.66,0.34,1,"[('healthcare', 0.5683), ('condition', 0.2879)]"
5,"Really helpfull, easy to use (search med, payment n fast delivery) thanks",0.7251,0.0,0.622,0.378,1,"[('delivery', 0.2944), ('payment n', 0.2136), ('search', 0.158), ('thanks', 0.1028)]"
3,Please make maximum distance to order medicine instant due too many times ordered medicine with different city condition too far away to be shipped.,0.3182,0.0,0.909,0.091,1,"[('order medicine instant', 0.5849), ('ordered medicine', 0.5495), ('distance', 0.3904), ('city condition', 0.2919), ('times', 0.0749)]"
1,"integrate your address information better to make me give more than 1 star, gojek driver was confused with the address and cannot find the extra info i write inthe address",0.1531,0.069,0.843,0.087,1,"[('address', 0.5017), ('address information', 0.4922), ('driver', 0.3422), ('star', 0.3031), ('info', 0.1714)]"
4,I need deleted account,0.0,0.0,1.0,0.0,0,"[('need deleted account', 0.9568)]"
5,Great app.. very useful..,0.807,0.0,0.215,0.785,2,"[('app ..', 0.5804)]"
4,"Easy app, easy experience though it has little adjustment to understand the menu.",0.7003,0.0,0.655,0.345,1,"[('menu', 0.5503), ('experience', 0.3061), ('adjustment', 0.2144)]"
5,Easy to use,0.4404,0.0,0.408,0.592,2,[]
5,24 hours profesional doctor consultation with satisfying service even from the young doctor.,0.4588,0.0,0.8,0.2,1,"[('doctor consultation', 0.7052), ('doctor', 0.5298), ('satisfying service', 0.3993), ('hours', 0.2925)]"
1,Please activate to track my orders,0.3182,0.0,0.685,0.315,1,"[('orders', 0.5698)]"
5,help me a lot to fight with covid,0.0258,0.23,0.531,0.239,1,"[('covid', 0.7129), ('lot', 0.2321)]"
5,Fast respon ..,0.0,0.0,1.0,0.0,0,"[('respon', 0.6117)]"
5,Very useful application,0.4927,0.0,0.385,0.615,2,"[('application', 0.6928)]"
5,Best medical service application,0.6369,0.0,0.417,0.583,2,"[('service application', 0.5547)]"
5,Good apps for direct consultation with doctors,0.4404,0.0,0.674,0.326,1,"[('apps', 0.5083), ('consultation', 0.495), ('doctors', 0.475)]"
5,"All you need when you are not well, they even send the medicine to your front door, instantly.",-0.2057,0.096,0.904,0.0,-1,"[('medicine', 0.4882), ('door', 0.1525)]"
5,Very helpful 👍,0.4754,0.0,0.492,0.508,2,"[('👍', 0.3192)]"
5,Fast response thanks dok,0.4404,0.0,0.508,0.492,1,"[('response thanks dok', 0.8476)]"
5,Definitely better than going through the hassle of personally going to clinic and buying meds. Love it.,0.8689,0.0,0.588,0.412,1,"[('buying meds', 0.4677), ('clinic', 0.4654), ('hassle', 0.2577)]"
5,Very helpful and recommended👍,0.6318,0.0,0.437,0.563,2,"[('recommended 👍', 0.5873)]"
5,"Very useful and helpful. I am using it during pandemic situation, while we could not go out to seek a professional medical advisors, and buying medecine. Response is good. Price of consultaion and also response is good.",0.9013,0.0,0.732,0.268,1,"[('buying medecine', 0.4588), ('consultaion', 0.3366), ('advisors', 0.173), ('response', 0.1448), ('price', 0.083)]"
5,Easy and we will made app,0.4404,0.0,0.633,0.367,1,[]
1,Works for ordering medicine but not booking doctor appointments. Used credit card and got error message both times so went to ATM. Payment confirmed through ATM and appointment confirmed. A few hours later received message saying account cannot be confirmed and appointment canceled??? Over the yea9have made hundreds of payments through ATM and this if first time I had a problem. Nothing wrong with y credit card or Debit accounts as I was able to use both later that day with no problem online.,0.7549,0.072,0.791,0.137,1,"[('booking doctor appointments', 0.5157), ('appointment', 0.4323), ('y credit card', 0.4159), ('payment', 0.3988), ('used credit card', 0.3988)]"
4,quite difficult to receive pin thru sms better with Whatsapp. There is no search to find the MD that handled us already just not to start from the beginning about my history of health,-0.2716,0.128,0.797,0.075,-1,"[('whatsapp', 0.5876), ('md', 0.3176), ('receive pin', 0.3145), ('health', 0.2083), ('search', 0.1134)]"
5,Can save time,0.4939,0.0,0.385,0.615,2,"[('save time', 0.8366)]"
5,Quick response by the doctor.,0.0,0.0,1.0,0.0,0,"[('doctor', 0.3312), ('response', 0.2607)]"
5,Very useful during a pandemic. Medicine delivery is also very good. Thanks.,0.8613,0.0,0.485,0.515,2,"[('medicine delivery', 0.6486), ('pandemic', 0.4306), ('thanks', 0.0311)]"
1,Very bad experiences.. do not want to process refund,-0.6143,0.417,0.583,0.0,-1,"[('experiences ..', 0.3136)]"
5,Service excellent 👍👍👍,0.5719,0.0,0.654,0.346,1,"[('service excellent 👍 👍 👍', 0.8774)]"
5,"Easy to use. Very helpful, i have been use this app for swab drive thru, doc. Consultation",0.7178,0.0,0.715,0.285,1,"[('swab drive thru', 0.577), ('app', 0.3647), ('doc', 0.2665), ('consultation', 0.2216)]"
5,24hours customer support chat is really good,0.7089,0.0,0.459,0.541,2,"[('customer support chat', 0.7486)]"
5,Good app 👍👍,0.4404,0.0,0.633,0.367,1,"[('app 👍 👍', 0.7687)]"
1,Content will not show,0.0,0.0,1.0,0.0,0,"[('content', 0.5496)]"
5,"Much better in handling and helping us , and utilizing our money, to get the right medical treatments. Better than ministry of health itself.",0.7906,0.0,0.724,0.276,1,"[('ministry', 0.5497), ('health', 0.3711), ('money', 0.2653), ('treatments', 0.2515)]"
5,Easy to Use and awesome doctor,0.7906,0.0,0.364,0.636,2,"[('doctor', 0.5872)]"
5,Really helpful thank you doctor and halodoc team always bring great information,0.8742,0.0,0.474,0.526,2,"[('doctor', 0.2489), ('information', 0.1788), ('team', 0.1005)]"
5,Helpful enough for me,0.4215,0.0,0.517,0.483,1,[]
5,Helpful and thanks you so much,0.6908,0.0,0.412,0.588,2,"[('thanks', 0.3085)]"
5,Very very heplfull application,0.0,0.0,1.0,0.0,0,"[('application', 0.6433)]"
4,It will be better if we can chat the driver during delivery and give them some tips,0.4404,0.0,0.847,0.153,1,"[('driver', 0.3969), ('delivery', 0.3505), ('tips', 0.298)]"
5,Best best best,0.9274,0.0,0.0,1.0,2,[]
4,So far good experience,0.4902,0.0,0.486,0.514,2,"[('experience', 0.6597)]"
4,Clean & Simple,0.4019,0.0,0.426,0.574,2,"[('clean', 0.7165), ('simple', 0.5371)]"
5,"This is really good, and helpful, easy to use",0.8464,0.0,0.396,0.604,2,[]
5,Good respon. Fast,0.4404,0.0,0.408,0.592,2,"[('respon', 0.6794)]"
4,"So far so good, but i am only try chat doctor only. Another module, did not know",0.3685,0.0,0.863,0.137,1,"[('try chat doctor', 0.6624), ('module', 0.2997)]"
5,"Easy to use, nice doctors",0.6908,0.0,0.345,0.655,2,"[('doctors', 0.5662)]"
5,Simplifyng the complexity,0.0,0.0,1.0,0.0,0,"[('complexity', 0.8112), ('simplifyng', 0.5286)]"
5,Good so far,0.4404,0.0,0.408,0.592,2,[]
2,"I cannot scroll on the medicine lists, even though I have a very fast internet.",0.0,0.0,1.0,0.0,0,"[('medicine lists', 0.6073), ('internet', 0.2114)]"
5,Its easy to use..,0.4404,0.0,0.508,0.492,1,[]
5,Easy to use.,0.4404,0.0,0.408,0.592,2,[]
5,So far so good. Consulting via halodoc and can be reimbursed in the office,0.6213,0.0,0.762,0.238,1,"[('halodoc', 0.4208), ('office', 0.2647)]"
5,very helpfull especially at times like this. good apps,0.7302,0.0,0.533,0.467,1,"[('apps', 0.5651), ('times', 0.1307)]"
5,So really helpful when pandemic situation. We do not need to get out from our home to buying medicine or check our health to doctor. Thankyou Halodoc and Gojek too! ❤❤,0.5666,0.0,0.9,0.1,1,"[('buying medicine', 0.5034), ('health', 0.3367), ('thankyou halodoc', 0.2679), ('doctor', 0.2624), ('home', 0.2083)]"
5,"Very helpful apps, and the doctors are kind",0.7574,0.0,0.48,0.52,2,"[('apps', 0.5427), ('doctors', 0.445)]"
5,Very helpfull and help many peoples,0.4522,0.0,0.628,0.372,1,"[('peoples', 0.2172)]"
4,"5 star if test can check not only 1 city nearest coz I live in border area, so better nearest from pinpoint",0.5777,0.0,0.849,0.151,1,"[('star', 0.372), ('test', 0.3625), ('city', 0.3563), ('pinpoint', 0.3424), ('border area', 0.2629)]"
5,Very helpful indeed,0.4754,0.0,0.393,0.607,2,[]
5,"This app helping people to contact doctor, buying medicine and deliver it to your house",0.296,0.0,0.864,0.136,1,"[('buying medicine', 0.586), ('app', 0.5197), ('contact doctor', 0.3949), ('helping people', 0.2942), ('house', 0.1772)]"
4,So far so good sih,0.6213,0.0,0.496,0.504,2,"[('sih', 0.5372)]"
5,Anytime Anywhere That is what we need.. Dabest!,0.0,0.0,1.0,0.0,0,"[('dabest', 0.2149)]"
5,Its usefull for me as isoman. Fast response.,0.0,0.0,1.0,0.0,0,"[('isoman', 0.6474), ('usefull', 0.5058), ('response', 0.2207)]"
5,Very easy to use,0.4927,0.0,0.484,0.516,2,[]
5,great service and great help,0.8979,0.0,0.155,0.845,2,"[('service', 0.5076), ('help', 0.3431)]"
5,Immediate and very good response. Easy to understand menu. Highly recomended,0.7474,0.0,0.586,0.414,1,"[('understand menu', 0.6021), ('response', 0.3522)]"
1,"Tried using covid doctor consultation service at halodoc as per kemenkes suggestion, searched preference doc, there is a sign that doctor was available for videocall. When I chat n ask to have vc doctor refuse. N i cannot cancel. Only can finish the chat and halodoc took that as DONE OF SERVICE so when i tried to use ISOMAN code again for another consultation it failed. How come? I did not even started the consultation yet as the doctor refuse vc",-0.7149,0.089,0.891,0.02,-1,"[('have vc doctor', 0.5283), ('refuse vc', 0.4497), ('doctor consultation service', 0.4268), ('videocall', 0.4221), ('consultation', 0.3715)]"
5,"It is a good apps, user friendly, plenty of choices, quite cheap too than actually coming to the doctor..have a multiple place for infimary too..keep it up..",0.7269,0.0,0.804,0.196,1,"[('apps', 0.3809), ('doctor ..', 0.2626), ('user', 0.1122), ('place', 0.0709), ('choices', 0.0697)]"
1,CONNECTION PROBLE often shows connection problem even though i have good connection,0.0516,0.173,0.641,0.186,1,"[('connection proble', 0.7909), ('shows connection problem', 0.7468), ('connection', 0.5885)]"
5,Helpful and easy,0.6908,0.0,0.149,0.851,2,[]
5,"Very helpful, easy to use, responsive doctors off course 👍",0.8304,0.0,0.477,0.523,2,"[('doctors', 0.4264), ('course 👍', 0.1872)]"
5,"Fast, efficent, hopefully the diagnoses are precise",0.4019,0.0,0.69,0.31,1,"[('diagnoses', 0.6473), ('efficent', 0.2594)]"
5,Great job. Keep up the good work. Thank you so much,0.8591,0.0,0.457,0.543,2,"[('work', 0.2889), ('job', 0.2597)]"
5,Wow quick respond and fully responsive docter rather thank another apps doc..thank you Docter Niar for you patient😊🙏,0.9336,0.0,0.57,0.43,1,"[('apps doc ..', 0.6466), ('docter', 0.3663), ('docter niar', 0.3381), ('respond', 0.1662), ('🙏', 0.1082)]"
5,Good doctor with it,0.4404,0.0,0.508,0.492,1,"[('doctor', 0.6646)]"
1,"First experience using Halodoc when I need to consult with doctor regarding my covid test result, only to get copy pasted link to random e-form and one generic infographic about ""isoman"" from her. Repeated generic responses such as ""semoga lekas sembuh"", ""GBU"" etc. She insisted that I need to consult to Puskesmas to get Isoman letter when I do not need one as I already granted isoman from my office. I assume she was busy doing something else, bad service, lack of focus, no empathy, bad response",-0.4854,0.084,0.865,0.051,-1,"[('using halodoc', 0.5118), ('get isoman letter', 0.4818), ('granted isoman', 0.3831), ('isoman', 0.3701), ('get copy', 0.2163)]"
5,Good exelemt service,0.4404,0.0,0.408,0.592,2,"[('good exelemt service', 1.0)]"
1,"Payment issues, orders stalled, BYE!",-0.2714,0.343,0.657,0.0,-1,"[('payment issues', 0.6169), ('orders', 0.4317), ('bye', 0.2236)]"
5,Fast and easy consult,0.4404,0.0,0.508,0.492,1,"[('consult', 0.7236)]"
5,The powerfull apps,0.0,0.0,1.0,0.0,0,"[('powerfull', 0.6174)]"
5,Easy to use,0.4404,0.0,0.408,0.592,2,[]
4,"Appriciate the good deeds of Halodoc so much, but sorry, in my last experience, the doctor cannot provide a very good service, because she is dealing with another patient in our consult session. Overall the service still helped, thanks.",0.8498,0.039,0.746,0.215,1,"[('halodoc', 0.575), ('patient', 0.3327), ('doctor', 0.2738), ('service', 0.2646), ('consult session', 0.2317)]"
5,Tks for helping me,0.296,0.0,0.577,0.423,1,[]
1,"Worst apps. I ordered medicine for my mom, usually it is delivered instantl, however, the last case was took 4 days to be delivered without having prior notification. Even the status was not clear, when I clicked to cancel, it said that there is a problem..and it kept saying that. So I called the CS, 3 times, because the chat bot is useless! I called CS to cancel my order but there was no progress until it was delivered after 4 days, I have bought from traditional drugs store. Such a waste!!!",-0.9314,0.166,0.834,0.0,-1,"[('apps', 0.5108), ('ordered medicine', 0.4826), ('is delivered instantl', 0.4387), ('chat bot', 0.3407), ('order', 0.3213)]"
5,New way to reach doctor,0.0258,0.0,0.784,0.216,1,"[('reach doctor', 0.8497), ('way', 0.1818)]"
5,"Very helpul application. Can consult with doctor, get medicine without need to go anywhere.",0.0,0.0,1.0,0.0,0,"[('get medicine', 0.5174), ('helpul application', 0.4951), ('doctor', 0.3091), ('need', 0.0975)]"
5,Very convenient and helpful app during this Pandemic. The doctors are responsive and medicines are sent directly to the address after ordering the prescriptions.,0.6771,0.0,0.798,0.202,1,"[('prescriptions', 0.5015), ('medicines', 0.4807), ('pandemic', 0.4347), ('app', 0.3422), ('doctors', 0.3282)]"
5,Thanks for help us!,0.7088,0.0,0.253,0.747,2,"[('thanks', 0.3063)]"
5,Easy to use,0.4404,0.0,0.408,0.592,2,[]
5,"Its eay apps, very good apps",0.4927,0.0,0.61,0.39,1,"[('apps', 0.6922)]"
5,Very helpful 👍,0.4754,0.0,0.492,0.508,2,"[('👍', 0.3192)]"
5,Good good good,0.8271,0.0,0.0,1.0,2,"[('good', 0.7364)]"
5,"Easy to use, doctor is available even 4 in the morning",0.4404,0.0,0.775,0.225,1,"[('doctor', 0.462), ('morning', 0.3633)]"
5,Easy to use and resourceful,0.4404,0.0,0.58,0.42,1,[]
1,"i have sd 865 and 8gb ram, but i cannot barely scroll through list of items within the app. also, the ui sucks.",-0.5023,0.129,0.871,0.0,-1,"[('have sd', 0.3886), ('gb ram', 0.3222), ('app', 0.3202), ('ui', 0.2668), ('list', 0.2499)]"
4,"Not really fast for the response, but i really like this app for the cheap price consultation, and you can order the medicine from this app too. Thank you Halodoc.",0.7869,0.0,0.801,0.199,1,"[('app', 0.3974), ('medicine', 0.3435), ('halodoc', 0.2365), ('price consultation', 0.2086), ('response', 0.0836)]"
1,Need to wait 1-4 days for my medicine to be delivered,0.0,0.0,1.0,0.0,0,"[('medicine', 0.2825), ('days', 0.2036)]"
5,This apps very helpful when I self isolation because the pandemic.,0.101,0.183,0.608,0.209,1,"[('self isolation', 0.5105), ('apps', 0.4595), ('pandemic', 0.4512)]"
5,"Easy to access, and excellent service. Thank you",0.8442,0.0,0.355,0.645,2,"[('service', 0.3716)]"
5,Good apps for telemedicine,0.4404,0.0,0.508,0.492,1,"[('telemedicine', 0.8017), ('apps', 0.4975)]"
5,Easy to use. Like it,0.6597,0.0,0.357,0.643,2,[]
5,Very useful for consult and get medicine,0.4927,0.0,0.653,0.347,1,"[('consult', 0.4727), ('get medicine', 0.4226)]"
5,A very helpful and responsive health application. Nice,0.8251,0.0,0.366,0.634,2,"[('health application', 0.6625)]"
5,"Very very good this app, very helful and so kind for the docter... I felt like a personal docter...thanks for Halodoc..",0.8844,0.0,0.635,0.365,1,"[('app', 0.4551), ('docter', 0.411), ('halodoc', 0.3573), ('thanks', 0.1957)]"
2,Gave 2stars considering good experience in the early days. But I just got my PCR test late and all Help channel they provide does not give me any solution.,0.8151,0.0,0.755,0.245,1,"[('pcr test', 0.6338), ('solution', 0.1933), ('experience', 0.1777), ('days', -0.0007)]"
5,Fast Respond good for urgent sick,0.1027,0.3,0.273,0.427,1,"[('sick', 0.3993), ('respond', 0.261)]"
5,"it is easy to access, use and help us to get quick solution for health care and services",0.8779,0.0,0.558,0.442,1,"[('health care', 0.4636), ('services', 0.4423), ('use', 0.3079), ('solution', 0.1509)]"
5,User friendly & also doctor very helpful,0.7425,0.0,0.443,0.557,2,"[('user', 0.2919)]"
5,Love the app and very helpful for me,0.807,0.0,0.451,0.549,2,"[('app', 0.5947)]"
5,User friendly and very helpful,0.7425,0.0,0.323,0.677,2,"[('user', 0.3249)]"
3,"I am quite dissapointed with this App during the pandemic rise ..while being able to get on line medical consultation and medicine is a great help for us but we expect Halodoc should also be able to give altenative medicine if the stock is empty in nearby drug store..especially for Influenza medicine which is very important during corona pandemic like this.. We suggest Doctors to be able to give several alternative list of medicines especially pandemic related medicines ,thank you!",0.8917,0.024,0.822,0.154,1,"[('influenza medicine', 0.5602), ('expect halodoc', 0.4633), ('related medicines', 0.443), ('medicines', 0.4343), ('medicine', 0.3924)]"
3,Very slow respon CS,0.0,0.0,1.0,0.0,0,"[('respon cs', 0.591)]"
5,good n reliable,0.4404,0.0,0.408,0.592,2,[]
5,"This apps is extraordinary, it helps us to get in touch with medication faster",0.3818,0.0,0.833,0.167,1,"[('apps', 0.5742), ('medication', 0.4452), ('touch', 0.2527)]"
4,Simple and responsible,0.3182,0.0,0.465,0.535,2,[]
1,"Bad terrible user experience, health ministry said that it is free to use halodoc, turns out that have to pay and I do not mind but terrible payments process with credit card Half hearted",0.6576,0.13,0.661,0.21,1,"[('use halodoc', 0.6389), ('credit card', 0.4328), ('payments process', 0.2649), ('user experience', 0.2349), ('health ministry', 0.2032)]"
5,Well Done !!!,0.4545,0.0,0.402,0.598,2,[]
5,Great and Helpful,0.7845,0.0,0.127,0.873,2,[]
5,"Helpful, useful and reliable",0.6908,0.0,0.26,0.74,2,[]
2,It says payment unsuccessful when it is actually confirmed already,-0.3612,0.217,0.783,0.0,-1,"[('says payment', 0.632)]"
4,This app is very helpful but i hope halodoc will provides several options for pharmacies locatio so that when ordering a medicine they are not from far away pharmacies.,0.7092,0.0,0.821,0.179,1,"[('pharmacies', 0.606), ('hope halodoc', 0.3838), ('medicine', 0.2587), ('app', 0.2576), ('options', 0.1244)]"
5,Really helpfull and easy to use,0.4877,0.0,0.612,0.388,1,[]
4,"Fast service, will use again",0.0,0.0,1.0,0.0,0,"[('service', 0.6173)]"
5,"This app supercool, I seldom got sick but whenever getting sick I am always use this apps. Being partner with Gojek is super awesome!",0.8655,0.118,0.532,0.35,1,"[('app supercool', 0.5923), ('apps', 0.4803), ('gojek', 0.4393), ('being partner', 0.0711)]"
5,"Thank you halodoc,,",0.3612,0.0,0.444,0.556,2,"[('halodoc', 0.7295)]"
5,"awesome, ....very useful when you get lazy going to pharmacy.",0.6997,0.149,0.417,0.434,1,[]
5,Very helpfull ... Thanks,0.4877,0.0,0.487,0.513,2,"[('thanks', 0.2511)]"
5,Helpfull and reliable!,0.0,0.0,1.0,0.0,0,[]
5,Good aplication.. thanks halodoc,0.7003,0.0,0.256,0.744,2,"[('thanks halodoc', 0.7941), ('aplication', 0.4995)]"
5,Fast respond and very efficient!,0.5244,0.0,0.542,0.458,1,"[('respond', 0.35)]"
5,Easy to use,0.4404,0.0,0.408,0.592,2,[]
5,Quick and reasonable services.,0.0,0.0,1.0,0.0,0,"[('services', 0.6153)]"
5,This apps has improved tremendously. Wrll done,0.4767,0.0,0.659,0.341,1,"[('apps', 0.5759), ('wrll', 0.4443)]"
5,Always helping me!!!!!!,0.5216,0.0,0.373,0.627,2,[]
5,Help ful aplication in pandemic era,0.4019,0.0,0.649,0.351,1,"[('aplication', 0.3601), ('era', 0.2074)]"
5,Good Helping for Everyone,0.6249,0.0,0.282,0.718,2,"[('helping', 0.6169), ('everyone', 0.4103)]"
5,Very helpfull apps for your health,0.0,0.0,1.0,0.0,0,"[('apps', 0.5804), ('health', 0.4845)]"
5,Very Helpful & simple,0.4754,0.0,0.492,0.508,2,[]
5,"Best place to do doctor consultation, has integration with insurance, pharmacy and laboratory",0.6369,0.0,0.741,0.259,1,"[('do doctor consultation', 0.6277), ('pharmacy', 0.5393), ('laboratory', 0.3428), ('insurance', 0.3239), ('place', 0.1567)]"
1,Always malfunctioned when I am about to checkout the medicine,0.0,0.0,1.0,0.0,0,"[('medicine', 0.3984)]"
1,"bad experience, cs not helpful, my complaints not taken seriously, do not use this app, i warn you already",-0.5355,0.289,0.56,0.151,-1,"[('app', 0.5187), ('cs', 0.3714), ('complaints', 0.2964), ('experience', 0.2298)]"
5,"Fast service, informative to first time users",0.0,0.0,1.0,0.0,0,"[('service', 0.5285), ('time users', 0.3481)]"
5,I wish after you go out of the App you still can continue your transaction It logged me out from my previous transaction.i was in the middle of it and i had to start all over.,0.4019,0.0,0.928,0.072,1,"[('transaction', 0.4294), ('transaction.i', 0.4105), ('app', 0.3283), ('middle', 0.0059)]"
5,"Halodoc is the best compare to others similiar app without ""H""",0.6369,0.0,0.704,0.296,1,"[('halodoc', 0.6526), ('app', 0.3765), ('h', 0.3674), ('compare', 0.196), ('others', 0.0846)]"
5,Super helpful. Thank you very much. Having this app is a must for everyone I guess.,0.8481,0.0,0.586,0.414,1,"[('app', 0.5254), ('must', 0.165), ('everyone', 0.0132)]"
5,Very useful apps,0.4927,0.0,0.385,0.615,2,"[('apps', 0.7864)]"
5,"You need doctor & other health product? Well, you have come to the right place",0.2732,0.0,0.87,0.13,1,"[('need doctor', 0.6085), ('health product', 0.5855), ('place', 0.1163)]"
5,Fast response and helpful,0.4215,0.0,0.517,0.483,1,"[('response', 0.5523)]"
5,"this app very helpfull, recommended doctor.",0.2682,0.0,0.706,0.294,1,"[('recommended doctor', 0.6351), ('app', 0.4339)]"
5,Good apps...so much helping,0.6249,0.0,0.282,0.718,2,"[('apps', 0.6791)]"
4,Its a little bit hard because sometimes error,-0.4256,0.389,0.611,0.0,-1,"[('error', 0.3597), ('bit', 0.2186)]"
5,Best and so helpful,0.807,0.0,0.215,0.785,2,[]
4,"Please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa Fyi some houses do not have a good celular recipient hence they only could use wifi supported channel as in wa, in app chat, etc. Hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you",0.8884,0.055,0.741,0.204,1,"[('activate chat', 0.5318), ('contact driver', 0.4289), ('use wifi', 0.4204), ('app chat', 0.3931), ('supported channel', 0.3098)]"
4,I would love to give 5 star but the thing is I cannot locate my driver and see the navigation. Overall this app is helping me a lot especially during these bad times.,-0.189,0.127,0.74,0.133,-1,"[('navigation', 0.5209), ('driver', 0.4231), ('app', 0.3952), ('star', 0.222), ('lot', 0.0896)]"
2,App is good! Difficult to change insurance which already linked with new number!,0.3147,0.145,0.579,0.277,1,"[('change insurance', 0.5644), ('app', 0.4131), ('number', 0.307)]"
5,Very very useful,0.5379,0.0,0.366,0.634,2,[]
5,Nice app. Helpful,0.6808,0.0,0.152,0.848,2,"[('app', 0.6162)]"
5,Easy and useful to keep our health,0.7003,0.0,0.463,0.537,2,"[('health', 0.6359)]"
1,"What is wrong with the app, I am not able to use my insurance to purchase the medicines prescribed by the doctor!",-0.5255,0.139,0.861,0.0,-1,"[('app', 0.4072), ('medicines', 0.3998), ('insurance', 0.3717), ('doctor', 0.2927)]"
5,Helpful app in time of needs.,0.4215,0.0,0.641,0.359,1,"[('app', 0.6388), ('needs', 0.3719), ('time', 0.36)]"
