content,score
Sangat membantu,5
"Sangat bermanfaat, membantu solusi keluhan penyakit",5
good app,5
Sangat terbantu dengan aplikasi ini,5
"Sangat mengecewakan. Aplikasi tidak bisa dipakai 1 jam sebelum konsultasi. Reset, reinstall tetap tidak bisa. Ada keterangan tidak ada koneksi. Telepon customer service cuman diberi saran"" default seperti reset, install ulang, kirim video. Maaf, sangat mengecewakan",1
Great app,5
membantu,5
Sangat membantu saya.,5
"App ini sangat membantu. Dan Dokter2 nya sangat welcome, Wlwpun pasiennya sering bawel Dan parno-an Kaya Saya, tapi sll dijelaskan dengan sabar. 👍👍👍",5
"Konsultasi dokter skrg jd praktis, cepat, dan terjangkau",5
"Simple dan mudah. Tolong untuk go send bisa ditambah tip buat drivernya soalnya kadang mereka perlu bayar parkir dll pas antar barang yang kita tidak siap cash untuk bayar. Jadi kita bisa beri tip atau bayar parkir atau tanda terimakasih karena malam malam, hujan hujan kirim obat",5
"Menyusahkan..dulu sy sndiri sbg dokter, mudah sekali pemesanan...skrg sulit, upload resep berkali2, hrs konsultasi lagi pula",1
Simple Dan gampang di gunakan,5
"Sangat membantu di saat Pandemi ini, respons tenaga medis sangat baik, tepat dan cepat.",5
Aplikasi yang sangat membantu khususnya dalam masa pandemi sekarang ini,5
Memudahkan,5
Sangat membantu dalam masa pandemi covid-19.,5
Fast and responsive,5
Sangat membantu dan fast response,5
Alhamdulillah sangat membantu. Ada pilihan asuransi dari kantor. Namun sempat ada kesalahan tidak terhubung ke aplikasi.,4
Nice app,4
Membantu sekali hidup saya tertolong sekali oleh aplikasi ini,5
"Error terus. Mau beli obat ditanggung asuransi. Chat dokter gratis. Giliran tebus obat gabisa. Padahal ada logo kalau ditanggung asuransi. Sekalinya bisa free balik lagi ke home. Terus force close. Udah bilang helpdesknya katanya maintenance. Maintenance 3 hari !!! Udah reinstall, update,relogin. Masih sama",2
"I have valid prescription from doctor and upload it to the app, but the app reject it, so I couldn't buy the medicine. I don't see any use of this feature. My previous review has been deleted.",1
Very helpful.,5
Nice,5
keren banget ini aplikasi,5
Sangat efisien dan praktis. Tolong kalau bisa dikasi tambahan fitur chat dg driver obat. Karena gps tidak benar dalam menentukan/mencari lokasi rumah. Oia kalau bisa ditambahkan juga fitur tip buat driver. Terima kasih.,5
"Lama proses pesanannya hampir 2 minggu, giliran dibatalkan, masih nunggu lagi 5 hari kerja. Wow mantab",1
"Great,, please put more discount or promo options",5
"Cannot order medicine with prescription..i used allianz as payment, when i click order, the apps return to homescreen and my order stay in the basket. Buggy apps",1
Good,4
Pelayanannya jelek banget. Pesen obat dari jam 12an sampe jam 4 sore ga ada kabar. Pas nanya CS baru dibilang klo ga ada apotek yg ambil. Ya klo gitu kasi notifikasi bambang! Jangan pasien dibiarin nunggu aja.,1
Its not loading,1
Easy to understand,4
"Mostly it work as expected, there is a time the payment not working.",4
Sngat cepat dn membantu,5
This apps is superb. Easy to use and very helpful. Super recommended.,5
Aplikasi ini sangat membantu kami untuk dapat berkonsultasi dengan dokter mengenai gejala penyakit yang ada pada tubuh. Dan membantu kami untuk dapat mengambil langkah selanjutnya setelah berkonsultasi. Dokter di aplikasi ini juga sangat membantu kami dan dengan cepat merespon chat yang kami kirimkan.,5
Ok,5
Mantap,5
Fast respons,5
Akurat,5
"Posting foto di chat: file HD hasilnya terpotong, screen shot hasilnya blur.",4
Aplikasinya sangat lemot. Saya akan ganti bintangnya kalau sudah ada perbaikan.,1
Berjalan sesuai,5
"App always crash, cant order my medication. Everytime I click order button it always direct me to the homepage.",1
"Transaksi beli obat gagal. Janji refund 5 hari kerja, sudah 10 hari kerja lebih blm juga direfund. Bad service!",1
Useless ini aplikasi. Sudah 2 hari tidak bisa payment pakai beberapa channel. Saat bisa payment pakai gopay aplikasi error tidak bisa mendapatkan kurir pengirim?,1
"Sangat membantu saya, apalagi d daerah sya msh ssh cri vet dan dktr spesialis trntu",5
Aplikasi yang lalu menbantu,5
"Sangat praktis sekali ketika perlu konsul dengan dokter dan juga order untuk tes Covid. Dokter-dokternya ramah, dan mau mendengarkan keluhan pasien.",5
Aplikasi yg sangat membantu. Udah kesekian kalinya saya konsul via halodoc.,5
Nice,5
"Sangat membantu, terima kasih sm aplikasi ini",5
"Sangat terbantu sekali ketika ndak memungkinkan ke dokter sendirian, dan tetap bisa konsul, dapat obat tanpa hrs keluar rumah..",5
Usefull and helpfull apps,5
Sejauh ini halodoc sangat membantu dan respon dokternya oke2 saat konsultasi.,5
Pesan obat gampang banget. Konsultasi dengan dokter juga mudah dan nyaman. Terkma kasih 👍,5
Selalu puas dg pelayanan halodoc.. setiap chat selalu direspon cepat dan baik,5
mantap,5
"Mantul banget, sangat membantu kalo butuh obat sewaktu waktu.",5
Sangat membantu untuk konsultasi di masa pandemi ini.,5
It's good to deliver the medicine but no with the consultation,5
"Aplikasinya bagus, pilihan dokternya banyak, lalu harga yg menyesuaikan budget, pilihan pembayaran yg banyak dan yg pasti sangat terbantu sama dokter2 disana, thanks ya",5
Simply and easy to use,5
Sangat terbantu dgn konsultasi yg murah dan lengkap,5
Aplikasi yg sangat membantu ketika kita berada di suatu kota atau daerah yg jarang banget ada apotik 24 jam jadi dengan aplikasi ini kita dapat dengan mudah membeli atau menemukan obat yg dijual di apotik 24 jam 🤗,5
Very bad experience kalo pake asuransi. Tiap mau chekout resep dokter gagal terus. Nge bug. Please fix,1
Pelayanan yang cepat juga penjelasan yg detail,5
Konsul sama dr. Dwi rosaline. Dokternya baik ramah dan penjelasan nya jelas bgtttt,5
Sangat buruk. Saya sudah mengirim pesan berkali-kali dengan dokter dan tidak ada balasan sama sekali. Layanan konsuktasi saya dibatalkan otomatis krn tlh mencapai waktu 30menit.Saya membayar jasa konsultasi tanpa mendapat pelayanan apapun.,1
"Nyaman, cepat, praktis dan efficient, harga terjangkau.",5
"Aplikasi nya kurang bagus, pembayaran dengan asuransi sering gagal..perlu improment lg",2
"The app is ok, easy enough to navigate, but the quality of the doctors has diminished recently. I used to get accurate diagnosis from doctors here even the ones who were still ""Free"" at the beginning. Now I can pay up to hundreds of IDR just to get rude doctors who just don't care, spend the 30 minutes only replying twice, or just don't know what's wrong with me. Please select your doctors well.",3
Sangat membantu. Tapi performance aplikasinya masih lambat. Plese enhance your engine.,4
Mantab emergency jam 2 pagi dilayani makasih,5
👍👍👍,5
Helpful,5
Good and usefull,5
Bagus,5
Easy to use,5
Solusi tepat saat sakit,5
Saya kalo konsul dengan dokter2nya enak banget. Dari cara analisa kita sakit apa sampe cepat kasih resep. Kayak konsul dengan teman kita 😁,5
Sangat membantu,5
Nice Apps. Really helpfull. Thank you,5
Terimakasih utk apps halodoc.. beli obat dan konsultasi dgn dokter jadi super mudah. obat lgsg dikirim ke rumah juga. Praktis sekali. Terimakasihhh,5
Helpfull and usefull,5
Mudah dan menurut saya selaras dengan behavior era digital. Membantu sekali,5
Very useful,5
good app,5
Good aplcation for helping me,5
helpful,5
Gagal selalu tiap mau beli obat. Pleass ganti developer nya. Setelah baca review ada yang bisa beli obat tp ga bisa konsul. Padahal dulu baek2 aja lancar bgt halodoc. Please please ganti developer.,2
"Tertolong banget dengan aplikasi ini saat tengah malampun obat tetap diantar dalam hitungan 1/2jam, luarr biasa halodoc",5
Quick & very helpful,5
Sangat membantu apalagi di waktu mendadak,5
"sangat membantu, dan harga konsul dengan dokter terjangkau",5
"Algoritmanya gimana ya? Order obat di gresik, apotik di surabaya.. lol 😑",1
Sangat berguna,5
Layanan cepat & sesuai permintaan,5
Good service,5
Sejauh ini yang paling bagus pelayanan dokter Dan pemesanan obatnya sangat cepat.,5
Respon cepet manteppp,5
Selalu dapat diandalkan,5
Helpful,5
Quick respon,5
Baguuususs,5
Aplikasi yg Sangat membantu,5
"Life savior, thank youu",5
Very helpful & practical,5
ok,5
Very usefull and easy to communicate with doctor without in line in the hospital. Many thanks Halodoc,5
Good app,5
kereenn,5
Ok,5
Dokternya ramah dan penjelasannya detil,5
Good doctor,5
Jelas dan cepat. Very useful,5
"Terima kasih sudah memudah kan kami untuk berobat dan tidak keluar rumah, untuk obat nya jg pengiriman nya cepat sekali. Terima kasih halodoc",5
SANGAT PRAKTIS DAN MEMBANTU,5
Ini gak bisa check out untuk pemesanan obat! CS nya suruh update app ke versi 12.000 tp gak ada update di google apps nya???!!!! Jadi gimana?,1
Cepat pelayanan Dan cepat pengiriman nya. Terimakasih Halodoc👍,5
"Setiap kali setelah konsultasi dokter, pasti salah satu obatnya tidak tersedia (pindah-pindah peta kemanapun). Setelah pesan obat seadanya, kemudian pesan lagi, tiba-tiba obatnya jadi tersedia. Mencurigakan sih ini males, mending sekalian ke klinik aja kalo gini.",1
"hasil antigen keluar >1 jam, dijanjikan 30menit",1
"Halodoc sangat membantu. Konsultasi bisa segera, dari manapun kita berada. Terima kasih.",5
Tiap mau chat dokter sering bgt gangguan jd saldo kepotong terus mana ga direfund,3
Sangat membantu. Pelayanan cepat dan sangat baik. Aplikasi andalan kalau tidak sempat ke apotik,5
"Sangat membantu sebelum pandemi, saat pandemi (terutama kasus varian Delta yang tinggi), dan sampai saat ini masih sangat berguna buat saya dan keluarga.",5
"First time but good experiance, thanks",5
Easy to use.,5
"Dokter Widya sabar sekali menjelaskan tentang kegalauan sy, keluhan sy .. terstruktur, komunikatif & baik hati .. sehat selalu Dok",5
Sangat membantu kami dalam konsultasi dengan dokter,5
"Membantu sekali, tapi sebagai cust harus selektif juga memilih dokter. Tp overall appsnya bekerja sangat baik.",5
Bagus sihh. Tapi kenapa apotik yg d pilih jauh banget dr rumah. Kasian bapak gojek nya,3
easy & fast,5
I admire halo doc for connecting professional without distance matter. Thx,5
"Keren, berobat bisa request obat yg biasa aku pake, dokternya baik ramah, pengiriman ga ampe 1 jam dah sampe. Masukan untuk pilihan pembayaran diperbanyak",5
"terima kasih, gk cm beli obat. tp konsul disini enak bgt, untungnya bs ketemu psikolog yg cocok hanya dlm 2x cari. bener"" membantu waktu aku ngedown. ditambah ada diskon(krn uang sy pas""an jg) dan bs bayar pke gopay jg. makasih, halodoc🙏",5
Fast & Helpful,5
Book lab test hba1c di klinik kf pluit sltn ternyata pas hari H dateng udah pindah. Alhasil disuruh ke cab.waduk pluit dan disuruh cancel via app. Langsung hub cs saat itu juga utk proses refund. Dan hasilnya udah 9 hr nunggu masih gak balik2 duitnya. Kecewa halodoc pelayanan utk perkara refund lamanya setengah mati. Bener2 gak becus. Klinik udah pindah database gak diupdate. Alhasil customer kena getahnya. Sangat2 buruk,1
Update terakhir bikin sering crashed,5
Oke pelayanan cepet. Obat jg bisa langsung auto order dan dipesan gosendnya.,5
"Cepat dalam pelayanan, tanggap dlm saat konsultasi",5
Aplikasinya sangat bermanfaat 👍,5
Oustanding experience.,5
"Saya tidak mengerti sistem resep nya seperti apa. Sudah upload resep tapi apotek tidak mengerjakan sesuai resep dan dibilang foto resep tidak diterima. Lalu buat apa resep dokter di upload. Contoh: resep untuk dipuyer tapi diaplikasi tidak ada pilihan untuk obat dipuyerkan, jika resep minta dipuyerkan bagaiman apotek bisa membuatkan sesuai resep.",1
"Doctoc was response quickly, Thanks dok",5
1st use this app. So far so easy,4
System issue when ordering the medicine. It not solve until now (3days). Caused we cant get the antivirus which is very important for my daughter.,1
"Pesanan kriman 2 sampai saat ini belum diterima, mohon info perkiraan jam berapa bisa diterima",4
Quick response.. Thanks dokter Yohanes,5
Sangat membantu apalagi untuk kasus urgent & butuh penanganan segera apa yg harus dilakukan..... Terima kasih HaloDoc.... semogaa makin menjadi berkat utk masyarakat Indonesia.....,5
Ok,5
Fast service,5
best,5
Fast service,5
Mantebb sih klo lg sakit butuh cepet konsul sm dokter. Trs ya obatnya sampenya juga cepet bangett.. Jd bs cepet2 minum obatnya. Makasiii sangat membantuu!! Luvluv,5
Thank you so much,5
Proses refund nggak beres2,1
"Obat di apotek sering tidak tersedia, ujung2 nya tetep ke dokter dan beli offline",1
Kelewat mahal harga obatnya kalo disini,1
"Sangat kecewa dengan aplikasinya, berhasil membayar pakai Virtual account lalu riwayat tidak ada di sistem, chat dengan cs yg namanya Meri infonya akan dikirim link sms refund sesuai prosedur, what?? Coba kalo kalian mikir orang sakit gak ada duit udah transfer duit nya gantung?? Ini tuh obat loh yah bukan beli makanan,sesuai prosedur?? Gimana sih gak ngerti banget pelayanannnya..kapok (bukti percakapan saya simpan semua)",1
Membantu sekali aplikasi ini.terlebih jika kita/anak anak sakit dan tidak memungkinkan langsung dibawa ke RS..ja di sangat sangat membantu buat pertolongan pertama..,5
Great app,5
Sangat membantuu aplikasi ini,5
"Sempat terkendala saat mendaftarkan no polis asuransi, namun sudah direspon dan ditangani dengan cepat dan baik oleh pihak Halodoc. Terima kasih",4
Sangat praktis dan membantu,5
Please inform how to buy Fapiviravir,5
Mantap,5
helpful,5
"Berkali kali Halodoc membantu saya dan keluarga, untuk mendapatkan vaksin atau memesan obat di tengah malam saat emergency. Terima kasih, Halodoc! Aplikasi ini LUAR BIASA!!",5
"Selamat malam di aplikasi tidak ada cs.nya ya? Saya membeli tabung ocycan dan dibayar melalui vurtual account salah satu bank. Karena saya kesulitan di aplikasi virtual account saya, saya baru berhasil melakukan pembayaran. Namun setelah berhasil melakukan pembayaran ternyata sudah melebihi batas waktu pembayaran. Itu apakah bisa saya refund atau hangus uang yg saya transfer? Terima kasih",3
"Sangat puas dan terbantu sekali dg halodoc. Dokter2nya jg sangat kompeten. Sudah coba dokter umum, dokter tht, spkk, spa, konselor laktasi, semua memuaskan",5
Android 12. Aplikasi berat sekali ketika scroll browse obat. Batal beli.,3
Terkadang ongkirnya kemahalan. Lebih baik lagi kadih kode promo untuk free ongkir atau biar ongkir lebih murah.,4
🤗🤗,5
Aplikasi yang sangat membantu. Disertai dengan fitur yang lengkap juga.,5
Sering error disaat mau pembelian obat,3
Sangat membantu di kondisi pandemi ini,5
Sangat membantu untuk kesehatan kita bersama,5
Aplikasi sangat membantu sekali,5
Really helpful for me to find a medicine in urgent situation,5
"cepat, jelas, akurat, reasonable price",5
Thanks Halodoc,5
The doctor was responsive and the medications were aligned with the national standard 👍,5
sangat membantu jadi tidak perlu hrs dtg k praktek dokter,5
Helpful,5
Fast and to the point,5
Sangat mudah digunakan dan bermanfaat,5
"Udah berkali-kali sukses konsul lewat Halodoc, recommended",5
"Helpful banget buat yang mau konsul ke dokter, ga ada waktu, trus pengen tau kondisi kita sebelum periksa. Walaupun tetep harus periksa fisik sih, tapi ini membantu banget buat pemeriksaan awal. Thankyou, sukses halodoc.",5
Sangat bermanfaat dan sangat membantu pasien,5
Cool,5
Very helpful telemedicine,5
So far still good,4
Sangat membantu,5
Bagus apps nya cuma waktu konsultasi 30 mnt terlalu singkat karna Chat dgn dokter nya ternyata makan waktu lebih karna harus tunggu balasan yg cukup makan waktu. Dr Eny Purwanti recomended.👍,5
Nice apps,5
Good,5
"Best apps... easy, responsive, effective",5
Berguna banget tapi lemotnya ga nahan 😭,3
Sangat membantu,5
Problem solved Thank you,5
Pertam coba apps ini sdh sangat memuaskan. Terima kasih untuk halodoc.,5
Hatur nuhun,5
Sangat membantu sekali,5
"Mantap, sangat bermanfaat dan membantu",5
Good app,5
Good service and fast,5
"Sorry untuk ratingnya, tp saya rasa aplikasi ini masih perlu lebih banyak pengembangan. Terlalu banyak error, menu tidak tampil, ""coba lagi"". Terutama di menu toko kesehatan. Semoga segera diperbaiki",1
Membantu mempercepat proses administrasi di rs,5
Sulit dapat lokasi apotek terdekat,3
Aplikasi sangat membantu,5
A very helpful app! Thanks for making it easy and simple 😁,5
Baguss.. 👍👍👍👍👍,5
"ringkas, efisien, praktis, detail, dan fast response",5
telemedicine terburuk. udah bayar tp gak dilayanin konsul sampe waktu konsul abis,1
Sangat membantu dokter nya menjelaskan dengan baik terimakasih halodoc,5
Sangat membantu,5
Siip👍👍👍,5
"Very simple, efficient and fast response. Reliable apps",5
Mau fuksin aja ribet bener harus isi form upload ktp install app registrasi kode otp gak masuk2!!!! cape deh,1
Cool,5
Dilayani dgn baik dr Stefany Caroline,5
Perdana pakai .. bagus bs membantu memberikan penjelasan tentang ketidaktahuan mengenai masalah kesehatan Mksh,5
Sgt membantu apalagi bs ngelink dengan asuransi dr perusahaan. Saat saya tdk bs ke rmh sakit ini bner2 sgt membantu Trima kasih yah,5
Fast response,5
mudah digunakan,5
Membantu banget apalagi kalo lagi takut ke rumah sakit karena pandemi. Dokter cepat respon dan sangat membantu.,5
"Very helpfull, easy communication, and easy to purchase the medicines.",5
Sampai saat ini sungguh membantu utk konsul cepat,5
Bad First Experience in this app. Konsul dibales minta foto doang. Sangat kecewa,1
"Sangat bermanfaat, pilihan dokternya jga beragam dan sangat responsif.",5
Membantu sekali,5
Respon dokter nya cepat dan penjelasan nya baik,5
Inovatif dan membantu sekali,5
"Sering bgt cancle orderan padahal tulisannya ada obatnya, tiba2 cancle order",1
"pesan obat panadol, sanmol sama obh combi anak. obat umum tapi dengan halodoc dipecah menjadi tiga apotik. saya rasa itu merugikan pengguna ya. ada yang bisa kasih saran aplikasi yang sejenis tapi ngga seaneh halodoc ngga ya? terimakasih..",1
Dokter responnya bagus dan cpt.,5
It's useful,5
Untuk pemilihan dokter. Tidak tersedia pemilihan berdasarkan wilayah,1
Really helpfull when I can't go outside to buying medicine,4
"Dokter Alyca, cepat sekali meresponse dan sangat jelas. Terima kasih.",5
Moal gagal mantap pokonya,5
Clear n fast,5
"Aplikasi ini memudahkan utk orang yang ingin berkonsultasi ke dokter tanpa harus ke rumah sakit terlebih dahulu/ membuat surat rujukan ke RS. Dan biaya konsultasinya ada yg murah smpe ke mahal, dokter² nya asli dan ada ket pengalaman kerjanya dan jg rating dokternya.. Selain itu jg bisa bikin jadwal konsul dll. Jadi aplikasi ini sangat recommended bgt utk kalian yg mau konsultasi ke dokter tnp harus ke rmah sakit trlbih dhulu.",5
Good,5
Praktis dan mudah,5
This apps is so much helping,5
Oke,5
Sangat terbantu tetapi waktu habis padahal belum selesai konsultasi,5
Great,5
Can't sign up bruh,1
Helpful apps,5
This app is really helpfull for me and my whole family at home specially about medicines.. keep up the good work..,5
Sungguh layanan yang baik di masa-masa seperti ini.,4
"Got a bit confused at first on how to move around the app, but it turned out pretty easy",5
Sangat responsif,5
"Respon dokter terlalu lama, rugi bayar sesi konsultasi karena hanya dikasih resep obat doang dan belum sempat nanya gejala penyakit saya karena respon chat doter yang terlalu lama",1
"Sangat membantu sekali, terima kasih halodoc!",5
Telemedicine favorit saya,5
Ok,5
Good response. Ternyata obat isoman ditanggung pemerintah. Sy tidak tahu krn blm familier dg fitur2nya. Terlanjur beli sendiri,5
Sangat membantu dimasa pandemi ini.,5
Bermanfaat,5
Professional and helpful response.,5
"Sangat menolong... apalg pas malem kl sakit, terima kasih.",5
"everything you need in one app. very useful! servisnya lengkap banget dan dipermudah--semuanya bisa lewat online, apalagi habis dihubungkan ke asuransi jadi mudah banget mau ngapa-ngapain. the process is fast, interface is clean, with reasonable price and discounts.",5
Aplikasi Halodoc sangat membantu sekali bagi kami sekeluarga di era pandemik ini. Terima kasih Halodoc!,5
"maaf kasi bintang satu, saran saya, kalo bisa dokter psikiater yg memang tidak available tidak di tampilkan, krn itu membuat saya berharap bisa konsultasi, dan saya harus membayar terlebih dahulu. meskipun dana nya akan di kembalikan secara otomatis.",1
Mantap,5
Sangat membantu,5
Dokternya informatif dan praktis gausah buang waktu antri panjang di RS buat konsultasi pertama mah!,5
good choice,5
Good app,5
Thank you for helping us,5
kenapa gabisa top up saldo pakai virtual account ya,1
"2 kali konsul dengan spesialis, cukup memuaskan dan menenangkan. Jadi tidak harus ke RS saat kondisi seperti ini",5
Membantu sekali untuk diagnosa awal atau diagnosa penyakit ringan. Ada beberapa dokter standby dan gratis. Tp ada juga beberapa dokter tidak aktif dan berbayar. Tapi ga mahal kok Maaf saya edit penilaian saya. Ini utk saran saja. Dibagian penilaian dokter tolong beri range penilaian dari skala 1-10. Jangan hanya like dan dislike saja. Karena penilaian pasien lama itu sering digunakan calon pasien dalam memilih dokter di spesialisasi yang sama,5
"Cepat, jelas dan murah",5
Seamless experience,5
"Good app, good responses",5
ok,5
Easy to use,5
Konsultasi ga harus buang waktu,5
Good for emeregency help,5
Very helpfull apps,5
"I have just deleted my account and uninstalled this app. You better delete all my details in your database, as you and I are the same: we don't want me to bring lawsuit into this, so you better delete all the data you have on me in your system. Yes, your app, products, and services have disappointed me that much. also, people, do NOT waste your time on this app. try the alternative (al******r). good riddance",1
Keren sangat membantu,5
"Di tingkatin lagi yuk metode pengiriman obatnyaa dengan misalnya auto print/auto forward detail alamatnya/struknya ke driver. Di elektronik struknya juga gak cantumin detail note alamatnya meskipun user udah kasih note pengiriman. Kasian driver nya bingung cari alamatnya dan kita juga harus kontak2an sama tetangga nyasar kemana obatnya kalo pas dpet driver yang agak cuek lgs main taro, terutama user2 yang pakai pin point yang kadang gak selalu akurat no alamatnya meskipun titiknya sudah benar.",4
Penjelasan cukup jelas unt dimengerti,5
Excellent services,5
Setelah keluar... Mau masuk lagi gak bisa krn kode otp gak dikirim kirim 😩,3
Love this app,5
Good,5
"Sangat membantu cepat, tanggap dan ramah",5
Sangat membantu,5
"saran: kita sendiri harus jelas memberikan data umur dan status kita (menikah/belum) dan kemudian tulis lengkap keluhan, beserta tanggal kejadian, sudah berlangsung berapa lama. Itu membantu analisa dokter lebih baik dan lebih cepat selesai.",5
Not easy user,2
"Helpfull, easy to use",5
Really Helpfull,5
Oke. Dokter pelayanan cepat. Konek ke apotek utk dpt obat & dpt driver jg cepat.,5
Ok banget.. Respon dokternya Cepat n Ramah.. mantab jiwa... Thx halodoc,5
Sangat memudahkan,4
Useful!!,5
jelas dan mengerti,5
Sangat membantu,5
Fast respon,5
Terima kasih,5
Good app. So far tidak ada kendala di saya,5
Sangat mudah dan membantu,5
"Tks atas layanan dokter secara online, dokternya baik dan sangat membantu.",5
Very helpful,5
Work as intended,5
"I have a bad experience of receiving an expired medicine, and no good response for my complain, it's not a matter of money, it's a matter of trust. I have already uninstalled this app.",1
user friendly,5
Sangat membantu dg pelayanan yg komunikatif jelas sistematisndn terarah,5
Berguna sekali di masa pandemic seperti ini,5
"Tried to help a friend ordered medicine for his child who lives outside Jakarta, but it took long time to process the order (3 days) and delivered it. I placed the order last Saturday, and it hasn't arrived yet until today. What's going on? tried to place complain but the virtual chat doesn't help much! I think the app only works well in Jakarta or cities around Java, but it doesn't solve the problem for those who live outside Java. What a pity.",1
"aplikasi yg berguna, mudah digunakan, respon jg cepat",5
"very helpful , good experience chat with telemedicine doctor, fast response",5
Easy to use and very helpfull,5
Sangat membantu,5
Dok firda top banget,5
Helpfully,5
Helpful,5
"Tolong untuk apotek2 yang berkerjasama dengan Halodoc, obat yang dipesan dimasukan lagi di plastik klip obat layaknya obat yang diresepkan dokter. Dikasi catatan dosis pemakaian. Ini sudah 2 apotek saya tandai yg mengirim obat hanya dibungkus plastik halodoc saja. Tanpa mencantumkan dosis makan yg diresepkan dokter. Jika tertukar gimana tuh. Jangankan orang sakit, yg merawatnya pun jadj bingung , bisa saja salah kasih obat.",2
👍👍👍,5
sangat membantu,5
Really helpful app,5
Servicenya baik,5
Good,5
"Disappointed experience in isoman package, less coordination in halodoc team n unpleasant service for pcr home feature..",1
apps yg bagus dan membantu sekali.....cuma agak membingungkan aja pengguna awal,5
Cepat memperoleh response dgn baik,5
Helpful,5
CS Tidak ramah,1
Very good and very useful,5
"I cannot download to pdf , the doctor recomendation and doctor notes. The pdf keep download unsuccesful",2
Sangat2 membantu dimasa pandemi ini. Kita ga perlu ke rs hanya utk konsul dan minta resep obat. Apalagi disaat kita sangat membutuhkan saran dokter. Saya kasih 10 bintang kalau ada,5
"Setelah di-update, tdk ada lagi dokter yg dicover oleh asuransi. Why?",3
Very helpful di masa pandemi 👍,5
Very helpful so far. Thanks for the good work!,5
"Konsul dengan dr. Rima novia, sangat komunikatif dan menjawab jelas semua pertanyaan saya",5
Sangat membantu...terima kasih,5
Mudah penggunaan nya. Dokter ny ramah dan pengiriman obat nya cepat,5
"Nyaman digunakan dan sangat membantu. Namun, sering terjadi lag dan eror.",4
"Sangat praktis konsultasi dengan dokter. Tetapi obatnya sangat terbatas, mudah2an bisa update lebih banyak lagi untuk obat2nya.",5
Excellent,5
"Layanan cepat, dan sangat membantu",5
Best of the best,5
Sangat membantu,5
Hebat,5
Sangat membantu. Terima kasih HaloDoc,5
Sangat membantu,5
"Sangat membantu sejak kena covid ampe skg ,tks halodo",5
"Pengalaman terburuk. Ga akan pernah pesen obat pakai halodoc lagi. Hati2 siap2 kecewa bagi yg pesen obat lewat halodoc Bbrpa hari lalu pesen obat untuk orang tua. Pngiriman instan sudah ga ada. Hanya tersedia pngiriman “standar” yg tertulis 1-4 hari. Bencana trjadi stelah bayar. Verifikasi baru dilakukan sehari stelah bayar. Tidak ada notifikasi kapan akan dikirim, dan perhitungan 1-4 hari sejak apa jg tidak jelas. Perkiraan sampai pun terus berubah. email/chat CS/dm twitter?GA ADA RESPON",1
nice,5
Good app. So helpful,5
"sangat bagus, membantu",5
"Saya beli obat vectrine syrup, yang di antar adalah obat tablet, saya sudah complain melalui apps halodoc, sampai saat ini tidak ada respon , tidak ada tindak lanjut, applikasi yang sangat mengecewakan sekali, kita membeli obat dikarenakan lahi sakit, bukan utk kesenangan semata, tetapi kita dipermainkan apotik, dan halodoc hanya diam saja.",1
"Aplikasi penipu, pembohong, pelayanan nya sangat buruk",1
Sangat membantu sekali. Terima kasih.,5
Pesanan cepat dan kalau ada masalah cepat diresponse,5
Good,4
Ok,5
Very helpful app 👍,5
Jawaban sesuai pertanyaan sangat membantu,4
Responsif,5
Good.,5
good,5
"Running so well, can consult clearly",5
"Apkikasi ribet, belum lagi order obat 6 item 5 pengiriman terpisah",1
Keren layanan telemedisin. Obat sdh diterima di hari yg sama setelah konsul.,5
Good app,5
"Mudah, cepat dan efektif",5
Sangat membantu,5
Dokternya sabar dan cukup teliti sih pas konsultasi,5
"mudah, cepat dan sangat dibutuhkan disaat pandemi ini",5
Sangat bermanfaat.,5
Mantab,5
Cukup membantu terkait penyakit yg dialami walaupun akhirnya disarankan cek kedokter langsung tp setidaknya dg aplikasi ini bisa membantu pasien utk lebih tenang mengenai penyakitnya,5
Sangat membantu,5
Fast and good response,5
Good application,5
Really helpfull. My question is why there is no drugstore' name?,5
Very helpfull in this condition. Thank you,5
"Aplikasi yang sangat membantu, terutama jika sedang tidak dapat berobat langsung ke RS. Dokter2nya jg terpercaya 👍",5
Sangat membantu,5
Great apps and very effecient,5
"Duh, keren banget sih... Di saat pandemi kayak gini aplikasi ini sangaaat membantu. Pengiriman cepat, dan harganya banyak yg lebih murah drpd beli langsung di apotik. Terima kasih Halodoc... Awesome!",5
helpful n quick response,5
Membantu saat situasi ga kondusif utk ke dokter..,5
sangat membantu untuk konsul mendadak apalagi di masa pandemi ini,5
Semudah itu konsultasi dengan dokter berpengalaman tanpa harus pergi ke RS. Dan antri dulu. Halodoc kereennn,5
Usefull,5
Helpful,5
So helpful,4
thx for being helpful in the right time,5
Good apps. so helpful,5
"Sekarang gak bisa upload dari dokter sendiri untuk obat yg perlu resep dokter. Customer HARUS konsultasi berbayar ke halodoc sebesar 35.000, padahal sudah punya jg resep dari dokter offline. Ketauan banget halodoc mau cari untung.",1
Good,5
Awesome,5
"2x pesan, 2x tidak dapat diproses. Padahal obat sudah saya pastikan tersedia. Pemesanan pertama karena tidak ada resep, untuk yang pemesanan kedua, saya pastikan obat yg tidak perlu resep tapi tetap tidak dapat diproses. Apps nya susah dipakai, membingungkan. Rubah keranjang perlu refresh segala, baru tau obatnya tersedia atau tidak setelah di keranjang sehingga perlu sering refresh keranjang.",1
Reliable,5
Reliable,5
