content,score,content_contractions
this app is very helpful. akses nya sangat memudahkan dan selama sesi konsultasi pun dapat dimengerti dengan baik. very recommended,5,this app is very helpful. akses nya sangat memudahkan dan selama sesi konsultasi pun dapat dimengerti dengan baik. very recommended
"tebus resep pribadi di sini gampang,, prosesnya juga cepet,, pilihan rumah sakit buat kita cek juga lengkap bgt",5,"tebus resep pribadi di sini gampang,, prosesnya juga cepet,, pilihan rumah sakit buat kita cek juga lengkap bgt"
"Harga terjangkau, penjelasan dokter memuaskan, dokter juga ramah dan baik sekali.. terimakasihh klik dokterr",5,"Harga terjangkau, penjelasan dokter memuaskan, dokter juga ramah dan baik sekali.. terimakasihh klik dokterr"
asam lambung tiba2 naik dan sesek gitu bingung harus apa untungnya dokter disini ready walau jam 10 malempun responnya cepet,5,asam lambung tiba2 naik dan sesek gitu bingung harus apa untungnya dokter disini ready walau jam 10 malempun responnya cepet
"dulu tiap mau konsul sm dokter kulit bayar mahal dan ribet, skrng aku selalu konsul disini sih murah, praktis, dan dokternya tuh oke banget. aku selalu sm dokter monalisa, thank you dok",5,"dulu tiap mau konsul sm dokter kulit bayar mahal dan ribet, skrng aku selalu konsul disini sih murah, praktis, dan dokternya tuh oke banget. aku selalu sm dokter monalisa, thank you dok"
"Sangat membantu aku kalo asam lambung kumat tiba tiba, dokternya ada kapan pun",5,"Sangat membantu aku kalo asam lambung kumat tiba tiba, dokternya ada kapan pun"
"ternyata daripada berobat di rumah sakit yang harga lebih mahal dan butuh ongkos, mending berobat aja yak di klikdokter, baru tau ternyata harganya murah bgt dan promosinya tuh banyak apalagi kalo liat dari pengalaman dokternya baik baik dan ramah",5,"ternyata daripada berobat di rumah sakit yang harga lebih mahal dan butuh ongkos, mending berobat aja yak di klikdokter, baru tau ternyata harganya murah bgt dan promosinya tuh banyak apalagi kalo liat dari pengalaman dokternya baik baik dan ramah"
"ini gua yang norak atau gimanayak, baru tau ternyata konsul di klikdokter enak dan nyaman bgt, dokternya baik, konsul masalah mental juga jadi lebih tenang, apalagi kalo ngeliat gimana dokternya ngasih solusi, bener bener enak penjelasannya dan gakbikin akuoverthingking lagi. huwaaa thank you klikdokter!!1",5,"ini gua yang norak atau gimanayak, baru tau ternyata konsul di klikdokter enak dan nyaman bgt, dokternya baik, konsul masalah mental juga jadi lebih tenang, apalagi kalo ngeliat gimana dokternya ngasih solusi, bener bener enak penjelasannya dan gakbikin akuoverthingking lagi. huwaaa thank you klikdokter!!1"
Huft pelayanannya jelek bgt,1,Huft pelayanannya jelek bgt
sukakkk bgtttt aaa dokternya super baikkkkk bgt dan aku cerita permasalahan kesehatanku jg jadi enak,5,sukakkk bgtttt aaa dokternya super baikkkkk bgt dan aku cerita permasalahan kesehatanku jg jadi enak
"gais kalo sakit gaperlu ribet lagi deh ke rumah sakit, karena menurut aku di klikdokter tuh pelayanannya sama dan dokternya juga ramah bgt jadi gausah ragu lagi klo mau berobat di klik dokter",5,"gais kalo sakit gaperlu ribet lagi deh ke rumah sakit, karena menurut aku di klikdokter tuh pelayanannya sama dan dokternya juga ramah bgt jadi gausah ragu lagi klo mau berobat di klik dokter"
"hampir semua temen temen peersku pake aplikasi ini, soalnya enak banget konsul disini tuh gampang, terus dokternya baik n sabar tentunya",5,"hampir semua temen temen peersku pake aplikasi ini, soalnya enak banget konsul disini tuh gampang, terus dokternya baik n sabar tentunya"
fungsi buat beli obat bagus,5,fungsi buat beli obat bagus
"download aplikasi klikdokter karna dikasih tau temen katanya bagus dan pas aku cobain bener bagus banget, fitur fiturnya lengkap, terus aplikasinya juga user friendly",5,"download aplikasi klikdokter karna dikasih tau temen katanya bagus dan pas aku cobain bener bagus banget, fitur fiturnya lengkap, terus aplikasinya juga user friendly"
"Ngebantu banget kalo butuh dokter mendadak, dokternya juga fast respon 👍",5,"Ngebantu banget kalo butuh dokter mendadak, dokternya juga fast respon 👍"
"aplikasi yang selalu saya pakai dari tahun lalu, belum pernah ganti karna alhamdulillah engga pernah kecewa. bintang 5/5 untuk pelayanannya yang bagus",5,"aplikasi yang selalu saya pakai dari tahun lalu, belum pernah ganti karna alhamdulillah engga pernah kecewa. bintang 5/5 untuk pelayanannya yang bagus"
"harganya standar bahkan beberapa layanan lebih murah, dokternya selalu tersedia pas aku butuh jadi sangat membantu kita. pelayanannya juara gk usah diragukan lagi",5,"harganya standar bahkan beberapa layanan lebih murah, dokternya selalu tersedia pas aku butuh jadi sangat membantu kita. pelayanannya juara gk usah diragukan lagi"
keramahan dokternya betulan bikin hangat banget dan gak bikin segan gitu kalau konsul di sini,5,keramahan dokternya betulan bikin hangat banget dan gak bikin segan gitu kalau konsul di sini
"kalo boleh jujur pake layanan ini emang baru sebulanan deh, tapi udah nyaman karena dokternya lebih gercep dan sigap daripada yang lain. penjelasannya juga detail banget",5,"kalo boleh jujur pake layanan ini emang baru sebulanan deh, tapi udah nyaman karena dokternya lebih gercep dan sigap daripada yang lain. penjelasannya juga detail banget"
"emang keren sih dokter dokter disini tuh, kemarin pernah konsul jam 2 pagi tetep dapet balesan dgn cepet dan juga ramah",5,"emang keren sih dokter dokter disini tuh, kemarin pernah konsul jam 2 pagi tetep dapet balesan dgn cepet dan juga ramah"
"Aku rekomendasiin apk ini sih apalagi buat ngajarin ortu, soalnya user friendly banget gak bikin bingung terus dokternya ramah ramah",5,"Aku rekomendasiin apk ini sih apalagi buat ngajarin ortu, soalnya user friendly banget gak bikin bingung terus dokternya ramah ramah"
"baru dua kali konsul disini tp sudah sesuka itu jujur aja, soalnya tuh nyaman banget atmosfer chat sama dokternya. balesnya jg cepet bgt deh jadi enak",5,"baru dua kali konsul disini tp sudah sesuka itu jujur aja, soalnya tuh nyaman banget atmosfer chat sama dokternya. balesnya jg cepet bgt deh jadi enak"
"berkali kali ke konsul, kayanya dokter disini paling komunikatif dan fastrespon deh, ditambah jawabannya nggak kaya template google",5,"berkali kali ke konsul, kayanya dokter disini paling komunikatif dan fastrespon deh, ditambah jawabannya nggak kaya template google"
"waktu itu nyokap w konsul disini dan dokternya ramah terus sabar banget jelasin ke nyokap w gitu walau paham lah ya nyokap-nyokap kalau thru chat tuh kaya gimana wkwk, mantep dah",5,"waktu itu nyokap w konsul disini dan dokternya ramah terus sabar banget jelasin ke nyokap w gitu walau paham lah ya nyokap-nyokap kalau thru chat tuh kaya gimana wkwk, mantep dah"
"Terakhir konsul, terus pas waktunya masi nyisa nanya nanya gitu ke dokternya tetep diladenin dengan ramah sama sabar juga keren lah",5,"Terakhir konsul, terus pas waktunya masi nyisa nanya nanya gitu ke dokternya tetep diladenin dengan ramah sama sabar juga keren lah"
yang udah nyoba klikdokter pasti ngerti kan seberapa ramah dan gercep dokter dokter disini,5,yang udah nyoba klikdokter pasti ngerti kan seberapa ramah dan gercep dokter dokter disini
"Worst app, dokter gak responsif",1,"Worst app, dokter gak responsif"
"sy pake dua kali kalau gk salah, dokternya ramah-ramah dan ada terus jam berapapun",5,"sy pake dua kali kalau gk salah, dokternya ramah-ramah dan ada terus jam berapapun"
"aplikasi telemedicine gini yang penting sih ya dokternya, dan emang klikdokter juara sih dokternya dalam hal standby dan being fastresponsive. jempol lah",5,"aplikasi telemedicine gini yang penting sih ya dokternya, dan emang klikdokter juara sih dokternya dalam hal standby dan being fastresponsive. jempol lah"
"sekarang asam lambung naik gitu gak panik lg walaupun tengah malem, dokter disini tersedia terus dan selalu fast resp walau subuh-subuh pun",5,"sekarang asam lambung naik gitu gak panik lg walaupun tengah malem, dokter disini tersedia terus dan selalu fast resp walau subuh-subuh pun"
"aku ragu pas awal tau harganya kok murah banget, tapi pas nyoba malah betah di klikdokter wkwk, dokternya fastrespon banget dan ngejelasinnya rinci juga",5,"aku ragu pas awal tau harganya kok murah banget, tapi pas nyoba malah betah di klikdokter wkwk, dokternya fastrespon banget dan ngejelasinnya rinci juga"
saya kira aplikasi yang kurang bagus.,1,saya kira aplikasi yang kurang bagus.
Tidak bisa upload resep,1,Tidak bisa upload resep
Very nice app. Doctors really help me,5,Very nice app. Doctors really help me
"Easy to use, and the doctors really professional. Also we can consultation in free mode, we'll get 15 minutes to chat with doctor, and it's enough when we want to ask simple thing to doctor quickly.",5,"Easy to use, and the doctors really professional. Also we can consultation in free mode, we will get 15 minutes to chat with doctor, and it is enough when we want to ask simple thing to doctor quickly."
"Chat hanya 30 menit, Kita chat dokternya pesannya baru deliver sekitar 20 menitan yauda percuma habis waktu konsultasi ga dapat apapun. Terus pilih dokter antre ulang lagi ulang lagi ketik voucher premium nya.. it's just wasting of time and money !!",1,"Chat hanya 30 menit, Kita chat dokternya pesannya baru deliver sekitar 20 menitan yauda percuma habis waktu konsultasi ga dapat apapun. Terus pilih dokter antre ulang lagi ulang lagi ketik voucher premium nya.. it is just wasting of time and money !!"
"Sumpah... ini aplikasi the best... bbrp x aku konsultasi trs beberapa hari kemudian costumer service baik bgt dan peduli, nelpon cuma untuk menanyakan perkembangannya kesehatan aku...",5,"Sumpah... ini aplikasi the best... bbrp x aku konsultasi trs beberapa hari kemudian costumer service baik bgt dan peduli, nelpon cuma untuk menanyakan perkembangannya kesehatan aku..."
Aplikasi yg sangat membantu,5,Aplikasi yg sangat membantu
"Very bad, I try to make account and always failed, can't login because about session session and session",1,"Very bad, I try to make account and always failed, cannot login because about session session and session"
Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed,1,Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed
anuekmadah indonesia,5,anuekmadah indonesia
This app is very helpful,5,This app is very helpful
Hi semua jangan ragu untuk download app ini. App nya bagus Dan dokternya ramah😊😊😊,5,Hi semua jangan ragu untuk download app ini. App nya bagus Dan dokternya ramah😊😊😊
Good app,5,Good app
"Sangat tidak memuaskan, tolong diperbaiki durasi chat, hanya 30mnt blm selesai sdh mati, kan gk enak bgt lg konsul apa iya harus bayar lg, gk kyk app yg lain beda cuman sedikit tapi bisa sepuasnya bertanya tanpa harus terputus.",1,"Sangat tidak memuaskan, tolong diperbaiki durasi chat, hanya 30mnt blm selesai sdh mati, kan gk enak bgt lg konsul apa iya harus bayar lg, gk kyk app yg lain beda cuman sedikit tapi bisa sepuasnya bertanya tanpa harus terputus."
"BAGUSS BGTT AAAAA SUKAAAA, BUAT KALIAN YG MAU TANYA2 SEPUTAR KESEHATAN KALIAN BISA TANYAIN DISINI, GAUSAH SUNGKAN ATAU MALU, DOKTERNYA BAIK, GA GALAK KO, CHAT NYA DIBALESS FAST RESPON BGT, DAN PENJELASAN NYA DETAIL PARAH, DAN YG PALING PENTING GRATISSS TIS TIS, APK INI JGA BISA BUAT TEBUS OBAT, BUAT JANJI RS , SAMA PAKET ISOMAN, LENGKAP BGT KAN? BURUAN DOWNLOAD SKRNG😚❤",5,"BAGUSS BGTT AAAAA SUKAAAA, BUAT KALIAN YG MAU TANYA2 SEPUTAR KESEHATAN KALIAN BISA TANYAIN DISINI, GAUSAH SUNGKAN ATAU MALU, DOKTERNYA BAIK, GA GALAK KO, CHAT NYA DIBALESS FAST RESPON BGT, DAN PENJELASAN NYA DETAIL PARAH, DAN YG PALING PENTING GRATISSS IT IS IT IS, APK INI JGA BISA BUAT TEBUS OBAT, BUAT JANJI RS , SAMA PAKET ISOMAN, LENGKAP BGT KAN? BURUAN DOWNLOAD SKRNG😚❤"
dr tresia susilo spd d,5,dr tresia susilo spd d
"Entah ya dokternya ada yg akurat, ada yg gadungan",1,"Entah ya dokternya ada yg akurat, ada yg gadungan"
Auto Uninstall.. Dapet notif disuruh gedein peli.. Ga rekomen ni aplikasi.. Malah kalo bisa gw kasi bintang ½ atau ¼,1,Auto Uninstall.. Dapet notif disuruh gedein peli.. Ga rekomen ni aplikasi.. Malah kalo bisa gw kasi bintang ½ atau ¼
"aplikasi nya bagus, cm TIDAK RELEVAN klo hanya bertanya aja tapi langsung di kasi resep tanpa konfirmasi dulu... harap diperbaiki bagian ini...",5,"aplikasi nya bagus, cm TIDAK RELEVAN klo hanya bertanya aja tapi langsung di kasi resep tanpa konfirmasi dulu... harap diperbaiki bagian ini..."
Easy to use,5,Easy to use
Oke good job,5,Oke good job
"Saya tidak bisa masuk ke chat setelah bayar, aplikasi sulit dipahamai, saya tidak akan pakai lagi klikdokter",1,"Saya tidak bisa masuk ke chat setelah bayar, aplikasi sulit dipahamai, saya tidak akan pakai lagi klikdokter"
"Coba ikutin aplikasi apotik lain, kalo masukin kata kunci obat itu di list aja tampilkan persamaannya, biar kita bisa memilih, kategori batuk misal, diliat lah tampilkan obat2an jenis batuk, tenggorokan dll. Merepotkan kalo kita harus scroll terus kebawah mencari, nama yg kita cari ga harus persis perhurufnya.",2,"Coba ikutin aplikasi apotik lain, kalo masukin kata kunci obat itu di list aja tampilkan persamaannya, biar kita bisa memilih, kategori batuk misal, diliat lah tampilkan obat2an jenis batuk, tenggorokan dll. Merepotkan kalo kita harus scroll terus kebawah mencari, nama yg kita cari ga harus persis perhurufnya."
"Sangat mudah, efisien, dan penjelasan dokter sangat memuaskan",5,"Sangat mudah, efisien, dan penjelasan dokter sangat memuaskan"
So far so good satisfying,5,So far so good satisfying
"Telat chat beberapa detik langsung end chat ☹️ padahal waktu 15 menit , belum habis udah maen end , kan bayar ☹️",1,"Telat chat beberapa detik langsung end chat ☹️ padahal waktu 15 menit , belum habis udah maen end , kan bayar ☹️"
Dokter dokter disini sangat responsif dan menjelaskan secara detail,5,Dokter dokter disini sangat responsif dan menjelaskan secara detail
"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""",1,"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over"""
"Chatnya error, saya keluar dari menu chatnya masuk kembali sesi chat langsung berakhir padahal hanya 1 menit dr mulai chat nya.",1,"Chatnya error, saya keluar dari menu chatnya masuk kembali sesi chat langsung berakhir padahal hanya 1 menit dr mulai chat nya."
Helpfully.. Thanks klik dokter..,5,Helpfully.. Thanks klik dokter..
Nice and helpful apps👍,5,Nice and helpful apps👍
mantap aplikasi yg sangat berguna,5,mantap aplikasi yg sangat berguna
Aplikasi nya mudah digunakan dan sangat membantu,5,Aplikasi nya mudah digunakan dan sangat membantu
Nice and helpful aplications,5,Nice and helpful aplications
Pertama kali cobaa..sangat memuaskan..kirain wktu chat bkl dijwab ama robot..ternyata emank bnran langsung dijwab ama dokternyaa...,5,Pertama kali cobaa..sangat memuaskan..kirain wktu chat bkl dijwab ama robot..ternyata emank bnran langsung dijwab ama dokternyaa...
"aplikasinya ngebug, lg browsing liat liat karena baru instal. tiba tiba nyambung ke salah satu dokter gt. kaget, takutnya disangka main main. padahal lagi liat liat dulu,belum siap konsultasi tapi tiba tiba tersambung sama dokternya. auto panik !?",3,"aplikasinya ngebug, lg browsing liat liat karena baru instal. tiba tiba nyambung ke salah satu dokter gt. kaget, takutnya disangka main main. padahal lagi liat liat dulu,belum siap konsultasi tapi tiba tiba tersambung sama dokternya. auto panik !?"
Mudah dan paling murah untuk dr spesialisnya. Terima kasih 🙏🏻,5,Mudah dan paling murah untuk dr spesialisnya. Terima kasih 🙏🏻
"Salam ..maaf sy ada di malaysia mau daftar klikDokter tidak boleh krn harus comfir no fhon indonesia, sedangkn sy pakai no fhon mayasia tidak boleh .. Sediih la mau konsultasi kesehatan sy ini",5,"Salam ..maaf sy ada di malaysia mau daftar klikDokter tidak boleh krn harus comfir no fhon indonesia, sedangkn sy pakai no fhon mayasia tidak boleh .. Sediih la mau konsultasi kesehatan sy ini"
Love it,5,Love it
UX Bad,1,UX Bad
Misleading healthcare facilities and inaccurate doctor availability,1,Misleading healthcare facilities and inaccurate doctor availability
Sangat membantu,5,Sangat membantu
"Very help full , fast response",5,"Very help full , fast response"
"Dokternya baik bgt😭👍🏻💕, gratis lagi. Karena app ini aku lebih tenang dan ga panik lagi makasi bgt😭😭",5,"Dokternya baik bgt😭👍🏻💕, gratis lagi. Karena app ini aku lebih tenang dan ga panik lagi makasi bgt😭😭"
"Fitur ""chat regular"" pada aplikasi ini memberikan konsultasi gratis dalam hitungan mundur. Sangat meembantu sekali.",5,"Fitur ""chat regular"" pada aplikasi ini memberikan konsultasi gratis dalam hitungan mundur. Sangat meembantu sekali."
Sangat membantu sekali. Apalagi ada beberapa dokter yg tidak perlu membayar. Tapi tetap memuaskan penjelasannya. Bagi yg kurang mampu sangat membantu.,5,Sangat membantu sekali. Apalagi ada beberapa dokter yg tidak perlu membayar. Tapi tetap memuaskan penjelasannya. Bagi yg kurang mampu sangat membantu.
"Kejam , dokternya mau kasih resep Eh chatnya malah dimatikan sama pihak klikdokter Sedih...",1,"Kejam , dokternya mau kasih resep Eh chatnya malah dimatikan sama pihak klikdokter Sedih..."
Cukup membantu dan respon cepat,5,Cukup membantu dan respon cepat
"menurut aku klik dokter adalah salah satu keadaan dimana sebelum mencapai RSU kita sudah tau kenapa pasien , dan pencegahan nya",5,"menurut aku klik dokter adalah salah satu keadaan dimana sebelum mencapai RSU kita sudah tau kenapa pasien , dan pencegahan nya"
MAKASIH DOKTER,5,MAKASIH DOKTER
This application is very good,5,This application is very good
Very good and useful app,5,Very good and useful app
Helping me to be a good time with my family,5,Helping me to be a good time with my family
Aplikasi yang sangat simple. Saya suka pakai aplikasi ini kalau menginginkan respon yang cepat dari dokter online.,5,Aplikasi yang sangat simple. Saya suka pakai aplikasi ini kalau menginginkan respon yang cepat dari dokter online.
Udah sy bayar 2x g ada respon dari dokternya,1,Udah sy bayar 2x g ada respon dari dokternya
"Terimaksih, sangat membantu.....",5,"Terimaksih, sangat membantu....."
Good app. Very helpfull,5,Good app. Very helpfull
Bagus. Suka konsultasi di sini,5,Bagus. Suka konsultasi di sini
Sangat membantu,5,Sangat membantu
Show me the mevie film,5,Show me the mevie film
Aplikasinya sangat memudahkan dalam konsultasi. UI nya jga mudah dikenali jadi gk ribet,5,Aplikasinya sangat memudahkan dalam konsultasi. UI nya jga mudah dikenali jadi gk ribet
Bisa di andalkan saat dibutuhkan cepat harganya murah,5,Bisa di andalkan saat dibutuhkan cepat harganya murah
Biaya terjangkau dan sangat membantu,5,Biaya terjangkau dan sangat membantu
Sangat membantu di saat pandemi,5,Sangat membantu di saat pandemi
Fastvresponse aplikasi bermanfaat,5,Fastvresponse aplikasi bermanfaat
Konsultasi yang memberikan pelayanan secara prima mulai dari konultasinya dan juga jawaban dari dokternya,5,Konsultasi yang memberikan pelayanan secara prima mulai dari konultasinya dan juga jawaban dari dokternya
Ada pelayanan reguler yamg dimana konsultasi bisa gratis dan jawaban dokter memuaskan,5,Ada pelayanan reguler yamg dimana konsultasi bisa gratis dan jawaban dokter memuaskan
Dokter Andrew penjelasannya sgt detil dan sangat membantu sekali. Terimakasih banyak Dokter Andrew,5,Dokter Andrew penjelasannya sgt detil dan sangat membantu sekali. Terimakasih banyak Dokter Andrew
Very good Application,5,Very good Application
Very Helpful and Voluntary Doctor also Available,5,Very Helpful and Voluntary Doctor also Available
"Aplikasi aneh, dibayar jam 20:00 notifnya berhasil, di cek jam 21:00 resep kadaluarsa dan history pembayaran smua tidak ada. CS gak membantu disuruh klik resep kadaluarsa katanya masih bisa digunakan, di klik gak muncul apa2. sorry sy uninstall, bad experience with this apps",1,"Aplikasi aneh, dibayar jam 20:00 notifnya berhasil, di cek jam 21:00 resep kadaluarsa dan history pembayaran smua tidak ada. CS gak membantu disuruh klik resep kadaluarsa katanya masih bisa digunakan, di klik gak muncul apa2. sorry sy uninstall, bad experience with this apps"
"Berkualitas. Pol, deh.",5,"Berkualitas. Pol, deh."
"Klik dokter keren...semua jadi mudah dan praktis, beli obat ga perlu antri lagi.toppp",5,"Klik dokter keren...semua jadi mudah dan praktis, beli obat ga perlu antri lagi.toppp"
"Aplikasi yang sangat bagus, sangat membantu saya utk dapat info seputar kesehatan yg benar benar terpercaya dan memudahkan saya bisa konsultasi dg dokter spesialies tanpa harus antri di rs.. 👍👍👍",5,"Aplikasi yang sangat bagus, sangat membantu saya utk dapat info seputar kesehatan yg benar benar terpercaya dan memudahkan saya bisa konsultasi dg dokter spesialies tanpa harus antri di rs.. 👍👍👍"
Aplikasinya klikdokter sangat membantu sekali .. Mantap,5,Aplikasinya klikdokter sangat membantu sekali .. Mantap
"Membantu banget di kala pandemi seperti ini. Konsulnya gampang dan dokternya juga fast respon. Jawaban dokternya juga detail bangeet meskipun pakai yang free. Super super lovee 😍😍 Oh iyaa, fitur2 lain juga membantu banget lho, kayak deteksi covid-19, daftar vaksin laksia, dan kalkulator kesuburan buat aku yg lagi promil ini. Hihi. Pokoknya the best lah KlikDokter ini. Ditunggu fitur2 barunyaa yaa.",5,"Membantu banget di kala pandemi seperti ini. Konsulnya gampang dan dokternya juga fast respon. Jawaban dokternya juga detail bangeet meskipun pakai yang free. Super super lovee 😍😍 Oh iyaa, fitur2 lain juga membantu banget lho, kayak deteksi covid-19, daftar vaksin laksia, dan kalkulator kesuburan buat aku yg lagi promil ini. Hihi. Pokoknya the best lah KlikDokter ini. Ditunggu fitur2 barunyaa yaa."
"bagus, sangat membantu",5,"bagus, sangat membantu"
sangat membantu sekali,5,sangat membantu sekali
"Aplikasinya recommended banget. 👍👍Two thumbs up deh! Buat kamu yg takut keluar rumah karena pandemi mending konsultasi online di aplikasi KlikDokter ini aja karena dokternya ramah-ramah, profesional, and fast respon. Mau sekaligus beli suplemen atau obat juga bisa lho, banyak diskonnya guysss. Kemarin juga sempet daftarin vaksin lansia untuk nenek di sini. Gampang banget tinggal klik. Terima kasih KlikDokter. 💙",5,"Aplikasinya recommended banget. 👍👍Two thumbs up deh! Buat kamu yg takut keluar rumah karena pandemi mending konsultasi online di aplikasi KlikDokter ini aja karena dokternya ramah-ramah, profesional, and fast respon. Mau sekaligus beli suplemen atau obat juga bisa lho, banyak diskonnya guysss. Kemarin juga sempet daftarin vaksin lansia untuk nenek di sini. Gampang banget tinggal klik. Terima kasih KlikDokter. 💙"
Sangat membantu di masa pandemi seperti ini untuk konsultasi secara online dengan dokter dan juga banyak artikel-artikel mengenai kesehatan yang bisa menambah wawasan. Tampilan aplikasi nya juga sangat menarik dan user friendly,5,Sangat membantu di masa pandemi seperti ini untuk konsultasi secara online dengan dokter dan juga banyak artikel-artikel mengenai kesehatan yang bisa menambah wawasan. Tampilan aplikasi nya juga sangat menarik dan user friendly
Great application to help us very fast in urgent situations 👌🏿,5,Great application to help us very fast in urgent situations 👌🏿
Aplikasi ini sangat membantu saya yg awam sama ttg kesehatan dan responnya sangat cepat. Terima kasih klikDokter👍,5,Aplikasi ini sangat membantu saya yg awam sama ttg kesehatan dan responnya sangat cepat. Terima kasih klikDokter👍
"Useful sekali, tinggal klik bisa dapet informasi dan artikel menarik seputar kesehatan terkini dan bisa konsultasi dokter. Good job!",5,"Useful sekali, tinggal klik bisa dapet informasi dan artikel menarik seputar kesehatan terkini dan bisa konsultasi dokter. Good job!"
Blm dipakai apa2 kuota voucher dr pembayaran yg dokter sibuk kok dah hbs..jelek bgt sih,1,Blm dipakai apa2 kuota voucher dr pembayaran yg dokter sibuk kok dah hbs..jelek bgt sih
"very good 👍 i haven't tried the other app. But the first time i'm using klikdokter, it makes me dont want to try another apps.",5,"very good 👍 i have not tried the other app. But the first time i am using klikdokter, it makes me do not want to try another apps."
Sangat membantu dalam konsultasi dgn dokter dan artikelnya sangat bermanfaat.,5,Sangat membantu dalam konsultasi dgn dokter dan artikelnya sangat bermanfaat.
apps yang keren nih buat gue jadi gak perlu ke rumah sakit 🤩🤩,5,apps yang keren nih buat gue jadi gak perlu ke rumah sakit 🤩🤩
Respon cepat,5,Respon cepat
Respon dokter cepat🙏,5,Respon dokter cepat🙏
Very useful and good user experience!,5,Very useful and good user experience!
"bagus bgt dan sangat berguna jika ingin konsultasi kepada dokter melalui online, apalagi dengan pandemi skrg ini orang"" ingin skali konsultasi tetapi tidak ingin keluar rumah, nah klik dokter ni sangat berguna",5,"bagus bgt dan sangat berguna jika ingin konsultasi kepada dokter melalui online, apalagi dengan pandemi skrg ini orang"" ingin skali konsultasi tetapi tidak ingin keluar rumah, nah klik dokter ni sangat berguna"
"Sangat membantu saat ada kondisi mendesak dan tidak terlalu darurat untuk pergi berobat, tinggal tanya klik dokter deh. Terima kasih klik dokter👍🏻",5,"Sangat membantu saat ada kondisi mendesak dan tidak terlalu darurat untuk pergi berobat, tinggal tanya klik dokter deh. Terima kasih klik dokter👍🏻"
Aplikasi yang sangat membantu untuk mendapatkan informasi kesehatan,5,Aplikasi yang sangat membantu untuk mendapatkan informasi kesehatan
Good and Best Application 👍🏻,5,Good and Best Application 👍🏻
Wow keren nih apss lagi pandemii gini buat saya lebih sehat dan nyaman terhindar kerumu an di rs😍😍,5,Wow keren nih apss lagi pandemii gini buat saya lebih sehat dan nyaman terhindar kerumu an di rs😍😍
Aplikasi sangat membantu,5,Aplikasi sangat membantu
"Aplikasi ga bagus sistem transaksi ga rapi, 3 resep dipisah2 3x ongkir, giliran sy order obat, Obat nya ga ready, ditanyain cs terus katanya bs dikondisikan untuk obatnya, giliran diorder ulang dan bayar eh ada tambahan biaya 2x lipat dari harga obat diinvoice dan suruh bayar cash. Saya iyain eh tw2 dibatalin katanya apotek tutup. Grab telp sy ngomel2 udah nunggu obat maen cancel aja. Esok Paginya ditanya lagi mw order ga? Lah kan udah dibayar. Emosi jadinya. 😡 Abis ini langsung Uninstal kecewa",1,"Aplikasi ga bagus sistem transaksi ga rapi, 3 resep dipisah2 3x ongkir, giliran sy order obat, Obat nya ga ready, ditanyain cs terus katanya bs dikondisikan untuk obatnya, giliran diorder ulang dan bayar eh ada tambahan biaya 2x lipat dari harga obat diinvoice dan suruh bayar cash. Saya iyain eh tw2 dibatalin katanya apotek tutup. Grab telp sy ngomel2 udah nunggu obat maen cancel aja. Esok Paginya ditanya lagi mw order ga? Lah kan udah dibayar. Emosi jadinya. 😡 Abis ini langsung Uninstal kecewa"
"Dapet konsultasi dr. Spesialis dgn promo potongan harga jd Rp.0,- jd gak perlu ke rs dan gratis, dapet resep obat jg, tinggal tembus di apotek thankyou, very helpful",5,"Dapet konsultasi dr. Spesialis dgn promo potongan harga jd Rp.0,- jd gak perlu ke rs dan gratis, dapet resep obat jg, tinggal tembus di apotek thankyou, very helpful"
Informasi nya sangat berguna,5,Informasi nya sangat berguna
"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻",5,"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻"
Aplikasi kurang responsif,3,Aplikasi kurang responsif
sangat bermanfaat dan sangat bagus thanks,5,sangat bermanfaat dan sangat bagus thanks
"saya punya banyaaak sekali ide untuk pengembangan klik dokter. bisa bikin free webinar jg kan untuk pasien. bikin workshop contohny kegiatan seru bareng anak spy rajin gosok gigi.. yg mudah aja..pake montesori dan barang yg ada drmh. bikin games berhadiah, kuizz.. dll..🥳🥳💖💯 (drg Tika pp spKG)",5,"saya punya banyaaak sekali ide untuk pengembangan klik dokter. bisa bikin free webinar jg kan untuk pasien. bikin workshop contohny kegiatan seru bareng anak spy rajin gosok gigi.. yg mudah aja..pake montesori dan barang yg ada drmh. bikin games berhadiah, kuizz.. dll..🥳🥳💖💯 (drg Tika pp spKG)"
Doctor not respond our chat even already pay for it,1,Doctor not respond our chat even already pay for it
