content,score,content_contractions,content_translated,lang_id
Bermanfaat disaat masa pandemi ini,5,Bermanfaat disaat masa pandemi ini,Useful during this pandemic period,id
"Hanya lancar pada saat chat dengan dokter, tp setiap checkout dan bayar obat yg diresepkan selalu gagal, sy sdh mencoba 3 metode (bca virtual account, gopay, kk) semua gagal sampai pagi ini . Tyt halodoc Aplikasi nya kali ini tidak membantu sy sama sekali saat membutuhkan obat2an",2,"Hanya lancar pada saat chat dengan dokter, tp setiap checkout dan bayar obat yg diresepkan selalu gagal, sy sdh mencoba 3 metode (bca virtual account, gopay, okay) semua gagal sampai pagi ini . Tyt halodoc Aplikasi nya kali ini tidak membantu sy sama sekali saat membutuhkan obat2an","Only smoothly when chatting with a doctor, but every checkout and paying drugs that are prescribed always fails, I have tried 3 methods (BCA Virtual Account, Gopay, Okay) all failed until this morning. Tyt Halodoc the application this time does not help me at all when you need drugs",id
Very helping in every situation,5,Very helping in every situation,Very helping in every situation,en
Penyelamat.. Tengah malem bisa nyari Vet disini..,5,Penyelamat.. Tengah malem bisa nyari Vet disini..,Savior .. in the middle of the night can find a vet here ..,id
Sangat amat bergunaaaaa aplikasinyaaa... ❤️❤️❤️❤️,5,Sangat amat bergunaaaaa aplikasinyaaa... ❤️❤️❤️❤️,"Very very useful, the application ... ❤️❤️❤️❤️",id
"Order medicines, 2 hours waiting.. Cannot cancel, Chat to Customer service not get any respond. After 2 hours, tried to call the Customer Service, told me that there were error in Gojek's. OMG, 2 hours + wasted IDR 12k to call you, so 1 star for you! Bye!",1,"Order medicines, 2 hours waiting.. Cannot cancel, Chat to Customer service not get any respond. After 2 hours, tried to call the Customer Service, told me that there were error in Gojek's. OMG, 2 hours + wasted IDR 12k to call you, so 1 star for you! Bye!","Order medicines, 2 hours waiting.. Cannot cancel, Chat to Customer service not get any respond. After 2 hours, tried to call the Customer Service, told me that there were error in Gojek's. OMG, 2 hours + wasted IDR 12k to call you, so 1 star for you! Bye!",en
Serius gak sih bikin app? Ga bisa login kembali dari luar negeri ke akun yang sudah terdaftar dengan nomor Indonesia (OTP request failed). Selain itu alamat tidak bisa di temukan di kolom lokasi. Menyusahkan saja! 🤬 🤬 🤬,1,Serius gak sih bikin app? Ga bisa login kembali dari luar negeri ke akun yang sudah terdaftar dengan nomor Indonesia (OTP request failed). Selain itu alamat tidak bisa di temukan di kolom lokasi. Menyusahkan saja! 🤬 🤬 🤬,Is it serious about making an app? Can not log in again from abroad to an account that has been registered with the Indonesian number (OTP Request Failed). Besides that the address cannot be found in the location column. Just bother! 🤬 🤬 🤬,id
Cuma chat aja bayar 30rb,3,Cuma chat aja bayar 30rb,Just chat just pay 30 thousand,id
Sangat membantu sekali,5,Sangat membantu sekali,Very helpful,id
"Saat mau pesen obat, pertama2 cari lokasi obat lama loadingnya. Pas mau beli, katanya butuh resep. Chat dengan dokter untuk resep, ga dijawab2 ama dokter. Abis di end chat bbrp menit kemudian tulisannya mendadak sudah dapat resep dari dokter. Ketika mau coba checkout, kembali diminta resep lagi.. Gitu aja terus, cape akhirnya pergi sendiri ke apotik",2,"Saat mau pesen obat, pertama2 cari lokasi obat lama loadingnya. Pas mau beli, katanya butuh resep. Chat dengan dokter untuk resep, ga dijawab2 ama dokter. Abis di end chat bbrp menit kemudian tulisannya mendadak sudah dapat resep dari dokter. Ketika mau coba checkout, kembali diminta resep lagi.. Gitu aja terus, cape akhirnya pergi sendiri ke apotik","When you want to order medicine, first look for the location of the old drug loading. When I want to buy, he said, you need a recipe. Chat with a doctor for a prescription, not answered by the doctor. After the end chat some minutes later the writing suddenly got a prescription from the doctor. When I want to try checkout, I will be asked again again ... just keep going, tired finally goes to the pharmacy",id
"Tombol batal mggak ada, lokasi apotek sangat jauh dari tujuan",1,"Tombol batal mggak ada, lokasi apotek sangat jauh dari tujuan","The button is canceled, there is no, the location of the pharmacy is very far from the destination",id
Sering pake halodoc. Sangat membantu sekali. Konsul dengan dokter atau mau membeli obat saja.,5,Sering pake halodoc. Sangat membantu sekali. Konsul dengan dokter atau mau membeli obat saja.,Often use halodoc. Very helpful. Consul with a doctor or just want to buy medicine.,id
terima kasih halodoc,5,terima kasih halodoc,Thank you Halodoc,id
"Sangat membantu, seperti punya dokter pribadi, tidak repot mendaftar, tidak perlu antri, bisa konsultasi dimana saja dan kapan saja, pembayaran pun flexible, terima kasih, sukses selalu",5,"Sangat membantu, seperti punya dokter pribadi, tidak repot mendaftar, tidak perlu antri, bisa konsultasi dimana saja dan kapan saja, pembayaran pun flexible, terima kasih, sukses selalu","Very helpful, like having a private doctor, not bothering to register, no need to queue, can consult anywhere and anytime, payment is flexible, thank you, always success",id
Sangat bagus Penyembuhanya yah yg ini aku suka,5,Sangat bagus Penyembuhanya yah yg ini aku suka,"Very good healer, yeah, this one I like",id
Obat rusak tp tdk ada solusi dr Halodoc... kecewa,2,Obat rusak tp tdk ada solusi dr Halodoc... kecewa,Damaged medicine but there is no solution from Halodoc ... disappointed,id
"Gak bisa connect dengan chatroom dokter padahal lagi konsul, mau attach gambar pun tidak bisa. Tiba-tiba udah selesai dan chatnya ga muncul sama sekali. Rugi banget dong konsultasi kaya gini! Cek sinyal dan jaringan untuk buka app lain gak ada issue kok. Payah.",1,"Gak bisa connect dengan chatroom dokter padahal lagi konsul, mau attach gambar pun tidak bisa. Tiba-tiba udah selesai dan chatnya ga muncul sama sekali. Rugi banget dong konsultasi kaya gini! Cek sinyal dan jaringan untuk buka app lain gak ada issue kok. Payah.","Can't connect with a doctor's chatroom even though it's a consul, you want to attach the picture. Suddenly it's finished and the chat doesn't appear at all. Really loss, consultation like this! Check the signal and network to open another app, there is no issue. Bad.",id
"Sejauh ini nyaman dan mudah untuk digunakan, tapi mungkin bisa ditambahkan deskripsi spesialisasi/fokus dokternya. Misal, untuk clinical psychologist ditambahkan info terkait fokus di karir, keluarga, dsb. Perbaikan untuk ke depannya, bisa milih mau pesan obat dari apotek apa dan customer service harus lebih responsif.",4,"Sejauh ini nyaman dan mudah untuk digunakan, tapi mungkin bisa ditambahkan deskripsi spesialisasi/fokus dokternya. Misal, untuk clinical psychologist ditambahkan info terkait fokus di karir, keluarga, dsb. Perbaikan untuk ke depannya, bisa milih mau pesan obat dari apotek apa dan customer service harus lebih responsif.","So far it is comfortable and easy to use, but it might be added a specialization/focus description of the doctor. For example, for clinical psychologists added info related to focus on career, family, etc. Improvement for the future, you can choose to order medicine from what pharmacy and customer service must be more responsive.",id
Walaupun agak bingung. Tapi membantu sya 👍😍,5,Walaupun agak bingung. Tapi membantu sya 👍😍,Although it is a bit confused. But helping me 👍😍,ms
"Banyak bug di aplikasinya... Saya langganan obat tidak bisa proses pembayaran, lalu saya transaksi pembelian obat juga tidak bisa di lihat status trackingnya... Mohon di perbaiki lagi...",1,"Banyak bug di aplikasinya... Saya langganan obat tidak bisa proses pembayaran, lalu saya transaksi pembelian obat juga tidak bisa di lihat status trackingnya... Mohon di perbaiki lagi...","A lot of bugs in the application ... I subscribe to drugs can not process payment, then I also have a drug purchase transaction also cannot be seen the status of tracking ... please fix it again ...",id
Cepat sekali nih,5,Cepat sekali nih,So fast,id
"Gak jelas aplikasi ini, obat udah hampir 1 bulan tidak dikirim kirim, saat dikomplain, obat d cancel dari pihak mereka. Tidak rekomendasi aplikasi ini",1,"Gak jelas aplikasi ini, obat udah hampir 1 bulan tidak dikirim kirim, saat dikomplain, obat d cancel dari pihak mereka. Tidak rekomendasi aplikasi ini","It is unclear this application, the medicine has been almost 1 month sent to send, when completed, the drug can cancel from their side. Not recommended by this application",id
"installing this app just to uninstall it. I cannot link to my gopay. It said my number has not connected to any gopay account, yet I have received gopay otp to connect with the apps. I tried to reconnect it again several time and still going nowhere. uninstall then",1,"installing this app just to uninstall it. I cannot link to my gopay. It said my number has not connected to any gopay account, yet I have received gopay otp to connect with the apps. I tried to reconnect it again several time and still going nowhere. uninstall then","installing this app just to uninstall it. I cannot link to my gopay. It said my number has not connected to any gopay account, yet I have received gopay otp to connect with the apps. I tried to reconnect it again several time and still going nowhere. uninstall then",en
"Cepat,gk perlu antri dokter",5,"Cepat,gk perlu antri dokter","Fast, don't need to queue doctor",id
"Saran, untuk kuitansi obat, tolong juga dimasukan biaya konsultasi dokternya. Atau bisa dikeluarkan kuitansi total biaya berobatnya. Karna jika di claim ke asuransi / perusahaan, yg bisa di claim hanya obat saja. Sedangkan ongkos lain tidak ditanggung karna tidak masuk kuitansi.",4,"Saran, untuk kuitansi obat, tolong juga dimasukan biaya konsultasi dokternya. Atau bisa dikeluarkan kuitansi total biaya berobatnya. Karna jika di claim ke asuransi / perusahaan, yg bisa di claim hanya obat saja. Sedangkan ongkos lain tidak ditanggung karna tidak masuk kuitansi.","Suggestions, for drug receipts, please also enter the cost of consulting the doctor. Or it could be issued a total receipt of treatment costs. Because if it is claimed to insurance / company, only drugs can be claimed. While other fees are not borne because they do not enter receipts.",id
"Jadi andalam, meskipun buat bapak saya yg fi kampung. Makasih ya Halodoc",5,"Jadi andalam, meskipun buat bapak saya yg fi kampung. Makasih ya Halodoc","So you, even though for my father who fi village. Thank you Halodoc",id
"Mau verifikasi ko di persulit, ga guna",1,"Mau verifikasi ko di persulit, ga guna","Want to verify it in complicated, not use",id
Penjelasannya detil dan jelas,5,Penjelasannya detil dan jelas,The explanation is detailed and clear,id
"Aplikasi ini sangat bermanfaat, mudah pemakaiannya, pengiriman obat cepat. Top 👍",5,"Aplikasi ini sangat bermanfaat, mudah pemakaiannya, pengiriman obat cepat. Top 👍","This application is very useful, easy to use, fast drug delivery. TOP 👍",id
I've been using this app for long time then I need uninstalled it because there's no space in my phone. After that I tried to install using different phone. But it said I couldn't install halodoc,2,I have been using this app for long time then I need uninstalled it because there is no space in my phone. After that I tried to install using different phone. But it said I could not install halodoc,I have been using this app for long time then I need uninstalled it because there is no space in my phone. After that I tried to install using different phone. But it said I could not install halodoc,en
"setelah update aplikasi, saya malah tidak bisa login ke akun saya. mana itu sudah terhubung dengan polis asuransi saya. mohon diperbaiki.",1,"setelah update aplikasi, saya malah tidak bisa login ke akun saya. mana itu sudah terhubung dengan polis asuransi saya. mohon diperbaiki.","After the application update, I can't even log in to my account. Which is already connected to my insurance policy. Please fix it.",id
Sangat mudah di gunakan dan solusi cepat untuk konsul dokter,5,Sangat mudah di gunakan dan solusi cepat untuk konsul dokter,Very easy to use and a quick solution for a doctor's consul,id
Sangat jelas dan terperinci,5,Sangat jelas dan terperinci,Very clear and detailed,id
"Mesen obat gampang, tapi opsi pilihan pembayaran kurang lengkap, masa bank bri bank sejuta umat, yg bahkan dipelosok aje ade, masa ga ad di opsi, secara internet banking bri ga ad, peta yg ditampilin ga akurat, gw mesen tulis alamat secara mendetail, ud jelas2 di gang 7,masa brenti di gang 9,coba friendly user buat masalah pembayaran opsinya dibanyakin, benahin sama partnernya, klo bisa jangan gojek doang, ud datengbitu bomcengan ga pake seragam, bukanya gw mw ribet sok2 an ap gimana ya,",3,"Mesen obat gampang, tapi opsi pilihan pembayaran kurang lengkap, masa bank bri bank sejuta umat, yg bahkan dipelosok aje ade, masa ga ad di opsi, secara internet banking bri ga ad, peta yg ditampilin ga akurat, gw mesen tulis alamat secara mendetail, ud jelas2 di gang 7,masa brenti di gang 9,coba friendly user buat masalah pembayaran opsinya dibanyakin, benahin sama partnernya, klo bisa jangan gojek doang, ud datengbitu bomcengan ga pake seragam, bukanya gw mw ribet sok2 an ap gimana ya,","Mesen drugs are easy, but the option of payment options is incomplete, the BRI Bank of Bank a million people, which is even discharged, the time is not in the option, the internet banking is not ad, the map that is displayed is inaccurate, I order the address in detail, ud clearly in alley 7, the time is stopped in alley 9, try friendly users for the issue of options on the option, it is the same as the partner, if you can not go, you don't go, ud, you don't use uniforms, it's not complicated, how about it, how about it,",id
"Aplikasi sangat buruk, apotik merasa tidak terima pesanan padahal sudah lunas dibayar. Cust care sulit dihubungi respon lambat Sangat tidak rekomendasi",1,"Aplikasi sangat buruk, apotik merasa tidak terima pesanan padahal sudah lunas dibayar. Cust care sulit dihubungi respon lambat Sangat tidak rekomendasi","The application is very bad, the pharmacy feels not accepting the order even though it has been paid paid. Cust care is difficult to contact a slow response",id
Sangat bermanfaat!! 👍,5,Sangat bermanfaat!! 👍,Very helpful!! 👍,id
Sangat jelas penjelasannya,5,Sangat jelas penjelasannya,Very clear explanation,id
Sangat membantu bagi pasien yg takut sama dokter wkwkwk,5,Sangat membantu bagi pasien yg takut sama dokter wkwkwk,Very helpful for patients who are afraid of doctors wkwkwk,id
love it sangat membantu dan ada promo juga terima kasih,5,love it sangat membantu dan ada promo juga terima kasih,Love it is very helpful and there is also a promo thank you,id
Sangat membantu karena praktis dan mudah dipakai,5,Sangat membantu karena praktis dan mudah dipakai,Very helpful because it is practical and easy to use,id
"Membantu banget. Langsung chat, dikasih resep, obat langsung datang via gojek. Mantap",5,"Membantu banget. Langsung chat, dikasih resep, obat langsung datang via gojek. Mantap","Very helpful. Chat immediately, given a prescription, the medicine immediately came via Gojek. Great",id
Very useful app,5,Very useful app,Very useful app,en
Penyelamat makanan basi di yogya 🤣 the best,5,Penyelamat makanan basi di yogya 🤣 the best,Savior stale food in Yogya 🤣 The Best,id
Fitur dokter modern keren sekali,5,Fitur dokter modern keren sekali,Modern doctor features are so cool,id
Dokternya fast respon bahkan di malam hari,5,Dokternya fast respon bahkan di malam hari,The doctor is fast response even at night,id
Very helpful & easy,5,Very helpful & easy,Very helpful & easy,en
"easy, usefull, updated",5,"easy, usefull, updated","easy, usefull, updated",en
Untuk konsul dokternya aplikasi ini sangat membantu..tapi untuk beli obatnya ampun pengiriman standartnya lama 4 hari stuck ga jalan2 Padahal sesama jatim biasanya sehari Sampe ga butuh obatnya saking lanya. Sebel pdhal butuh urgent itu obat. Tplong dipikirin juga dong gimana kalo urgent kebutuhan obatnya. Mending gausa antar kota. Cari yg instan aja tuh kalo beli obatnya. Misal ga ada biar cari manual sendiri Sebel kalo gini 4 hari nahan gatal di wajah gak dateng2 obatnya. Mau dibatlkan gabisa,2,Untuk konsul dokternya aplikasi ini sangat membantu..tapi untuk beli obatnya ampun pengiriman standartnya lama 4 hari stuck ga jalan2 Padahal sesama jatim biasanya sehari Sampe ga butuh obatnya saking lanya. Sebel pdhal butuh urgent itu obat. Tplong dipikirin juga dong gimana kalo urgent kebutuhan obatnya. Mending gausa antar kota. Cari yg instan aja tuh kalo beli obatnya. Misal ga ada biar cari manual sendiri Sebel kalo gini 4 hari nahan gatal di wajah gak dateng2 obatnya. Mau dibatlkan gabisa,"For the doctor's consul, this application is very helpful ... but to buy the medicine for forgive the standard delivery of 4 days, it doesn't walk even though fellow East Java usually does not need medicine so it is so so it is so. Resentful Pdhal Needs Urgent is a medicine. Tplong is also thought of what if the urgent needs of the medicine. Better Gausa between cities. Just look for the instant if you buy the medicine. For example, there isn't so you can find your own manual resentful if 4 days itchy itchy on the face doesn't come to the medicine. Want to be discussed can't",id
"app yg keren dan membantu bgt buat ibu2 muda,",5,"app yg keren dan membantu bgt buat ibu2 muda,","cool and helpful app for young mothers,",id
Lebih murah ketimbang konstulasi dengan dokter offline,5,Lebih murah ketimbang konstulasi dengan dokter offline,Cheaper than constellation with offline doctors,id
"Senin 11 April, saya konsultasi dengan dokter sp kulit, saya dapat resep dan coba cek harga tapi tdk dicover oleh asuransi, padahal dokternya ada logo dijaminkan oleh asuransi. Saya lanjut ke proses konsultasi resep, saya cancel karena belum juga dicover. Rabu, saya coba lagi cek harga dari resep digital, tetap sama tidak dicover oleh asuransi tp karena udah kesakitan saya tetap order bayar pake uang sendiri. Coba chat ke Heidy tidak membantu. Saya kecewa padahal dulu apps ini really help.",1,"Senin 11 April, saya konsultasi dengan dokter sp kulit, saya dapat resep dan coba cek harga tapi tdk dicover oleh asuransi, padahal dokternya ada logo dijaminkan oleh asuransi. Saya lanjut ke proses konsultasi resep, saya cancel karena belum juga dicover. Rabu, saya coba lagi cek harga dari resep digital, tetap sama tidak dicover oleh asuransi tp karena udah kesakitan saya tetap order bayar pake uang sendiri. Coba chat ke Heidy tidak membantu. Saya kecewa padahal dulu apps ini really help.","Monday April 11, I consulted with a leather SP doctor, I got a prescription and tried to check the price but was not covered by insurance, even though the doctor had a logo guaranteed by insurance. I proceed to the recipe consultation process, I cancel because it hasn't been covered yet. Wednesday, I tried to check the price from a digital recipe, it remains the same as being covered by insurance but because I am in pain, I still order to pay using my own money. Try chatting to Heidy not helping. I was disappointed even though this apps was really help.",id
"Bisa konsultasi dengan dokter, bebas bertanya, jika tidak puas tinggal cari dokter lain, tidak perlu mengantri 👍👍",5,"Bisa konsultasi dengan dokter, bebas bertanya, jika tidak puas tinggal cari dokter lain, tidak perlu mengantri 👍👍","Can consult with a doctor, free to ask, if not satisfied, just look for another doctor, no need to queue up 👍👍",id
"Dokter nya ramah, pengiriman obatnya juga cepat",5,"Dokter nya ramah, pengiriman obatnya juga cepat","The doctor is friendly, the delivery of the medicine is also fast",id
Berguna banget pas kita lagi sibuk praktik gak sempet buat temu langsung sama dokter. Pake Halodoc kapan ajaa dimana aja bisa Konsul🥰 cuma ada saran dikit si untuk pembayaran mungkin lebih dibayakin lagi opsinya. Hehe..,5,Berguna banget pas kita lagi sibuk praktik gak sempet buat temu langsung sama dokter. Pake Halodoc kapan ajaa dimana aja bisa Konsul🥰 cuma ada saran dikit si untuk pembayaran mungkin lebih dibayakin lagi opsinya. Hehe..,Very useful when we are busy practicing not to meet directly with the doctor. Use Halodoc anytime anywhere can be consul🥰 there is only a little suggestion for payment may be more imagined. Hehe..,id
Sangat membantu. Pagi pun telah tersedia dokter dan obat nya,5,Sangat membantu. Pagi pun telah tersedia dokter dan obat nya,Very helpful. The morning is already available doctors and the medicine,id
Sangat asangat membantu sekali dlm pembelian obat,5,Sangat asangat membantu sekali dlm pembelian obat,Very very helpful in purchasing drugs,id
Sangat ramah dan baik.,5,Sangat ramah dan baik.,Very friendly and good.,id
Sangat sangat membantu sekali,5,Sangat sangat membantu sekali,Very very helpful,id
"Sering terjadi pembatalan pesanan oleh driver atau pesanan ter Refunded, tolong ditindak lanjut",2,"Sering terjadi pembatalan pesanan oleh driver atau pesanan ter Refunded, tolong ditindak lanjut","There is often a cancellation of orders by drivers or refunded orders, please follow up",id
Sangat membantu sekali. Terimakasih~,5,Sangat membantu sekali. Terimakasih~,Very helpful. Thank you ~,id
Konsultasi dokter tidak pernah sepraktis ini. App ini sangat menolong disaat mendadak dan butuh saran dokter kapan saja.,5,Konsultasi dokter tidak pernah sepraktis ini. App ini sangat menolong disaat mendadak dan butuh saran dokter kapan saja.,The doctor's consultation is never as practical as this. This app is very helpful when suddenly and needs a doctor's advice at any time.,id
Dokternya (ada) yang ga kompeten. Aplikasinya lemot. Supportnya lambat dan bertele2.,1,Dokternya (ada) yang ga kompeten. Aplikasinya lemot. Supportnya lambat dan bertele2.,The doctor (there) is not competent. The application is slow. The support is slow and long -winded.,id
Solusi cepat untuk konsultasi dan dapat obat saat sakit. Sangat membantu banget. Terima kasih banyak.. :),5,Solusi cepat untuk konsultasi dan dapat obat saat sakit. Sangat membantu banget. Terima kasih banyak.. :),Quick solution for consultation and can get medicine when sick. Very helpful. Thanks very much.. :),id
Sangat membantu dalam situasi seperti ini (pandemic),5,Sangat membantu dalam situasi seperti ini (pandemic),Very helpful in situations like this (pandemic),id
"Fast respon, and dokter always standby",5,"Fast respon, and dokter always standby","Fast respon, and dokter always standby",en
"Reliable & convenient, keep it up halodoc!",5,"Reliable & convenient, keep it up halodoc!","Reliable & convenient, keep it up halodoc!",en
"Efisien buat nanganin pasien. Karena tinggal di Jawa, go send nya gercep buat ngirim obat dr apotek yg ada stok dan terdekat. Semangat terus buat HaloDoc. Semoga berkah selalu 😅",5,"Efisien buat nanganin pasien. Karena tinggal di Jawa, go send nya gercep buat ngirim obat dr apotek yg ada stok dan terdekat. Semangat terus buat HaloDoc. Semoga berkah selalu 😅","Efficient for handling patients. Because living in Java, go Send, Gercep to send medicine from the pharmacy that has stock and the nearest. The spirit continues for Halodoc. I hope it's always blessing 😅",id
Tidak bisa hapus profile .ini app jelek kecewa saya,1,Tidak bisa hapus profile .ini app jelek kecewa saya,Can't delete the profile. This is an ugly my disappointed app,id
Dokternya rela di bawelin. Alhamdulillah thanks halodoc,5,Dokternya rela di bawelin. Alhamdulillah thanks halodoc,"The doctor is willing to be nagging. Alhamdulillah, thanks Halodoc",id
very fruitful and friendly,5,very fruitful and friendly,very fruitful and friendly,en
Membantu kita utk konsultasi jarak jauh. Tentu kita juga mesti jujur memberi info kondisi diri agar dokter tidak salah diagnosa dan memberi obat. Juga bisa langsung mendapatkan obat melalui aplikasi. Top.,5,Membantu kita utk konsultasi jarak jauh. Tentu kita juga mesti jujur memberi info kondisi diri agar dokter tidak salah diagnosa dan memberi obat. Juga bisa langsung mendapatkan obat melalui aplikasi. Top.,Helping us for long distance consultations. Of course we also have to be honest to provide information on the condition of ourselves so that the doctor is not wrong diagnosis and give medicine. Can also immediately get medicine through the application. TOP.,id
Maaf mengecewakan. Tidak Ada konfirmasi jika pengiriman 1-4 Hari. Sedangkan obat yg dipesan sangat dibutuhkan. Menghubungi CS hanya bot yg jawab. Cancel order refund harus 5 Hari. Terpaksa order ulang Dan Harga nya lebih Mahal. Sekarang tinggal tunggu saja. Mana Yang duluan. Apakah obat yg sampe duluan atau refund yg duluan. Terim kasih,1,Maaf mengecewakan. Tidak Ada konfirmasi jika pengiriman 1-4 Hari. Sedangkan obat yg dipesan sangat dibutuhkan. Menghubungi CS hanya bot yg jawab. Cancel order refund harus 5 Hari. Terpaksa order ulang Dan Harga nya lebih Mahal. Sekarang tinggal tunggu saja. Mana Yang duluan. Apakah obat yg sampe duluan atau refund yg duluan. Terim kasih,Sorry disappointing. There is no confirmation if the delivery is 1-4 days. While the drug ordered is needed. Contact cs only the bot answer. Cancel Order Refund must be 5 days. Forced to re -order and the price is more expensive. Now just wait. Which one was first. Is the drug that arrived first or the refund first. thank you,id
makenya simple banget,5,makenya simple banget,The make is really simple,id
Thank u.. Bantu sekali disaat emergency g bs keluar tapi butuh obat,5,Thank you.. Bantu sekali disaat emergency g bs keluar tapi butuh obat,Thank you .. very help when emergency can come out but need medicine,id
"Sangat membantu, pelayanan cepat",5,"Sangat membantu, pelayanan cepat","Very helpful, fast service",id
Sangat membantu sekali.,5,Sangat membantu sekali.,Very helpful.,id
Rugi duit 199.500 obatnya ibuku gak sampe...komplain juga percuma...,1,Rugi duit 199.500 obatnya ibuku gak sampe...komplain juga percuma...,"Loss of money in 199,500, my mother's medicine is not until ... complaints are also useless ...",id
Dokter sangat ramah dan sangat membantu terimakasih hallo doc,5,Dokter sangat ramah dan sangat membantu terimakasih hallo doc,"The doctor is very friendly and very helpful, thank you hello doc",id
"Sangat memudahkan. meski saya dan anak sedang beda kota, saya tetap bisa belikan obat buat dia",5,"Sangat memudahkan. meski saya dan anak sedang beda kota, saya tetap bisa belikan obat buat dia","Very easy. Even though my child and I are in different cities, I can still buy medicine for him",id
So far really helpful to chat with professional,4,So far really helpful to chat with professional,So far really helpful to chat with professional,en
"Dokter Novi the best, terima kasih dokter",5,"Dokter Novi the best, terima kasih dokter","Doctor Novi the best, thank you doctor",id
"Idenya bagus, tapi daftar klinik & paket2nya harap diupdate ya. Sy pesan untuk medical check up di national hospital surabaya & sudah dikonfirmasi di aplikasi. Tapi sampai di tempat ternyata belum masuk & harus dibatalkan karena halodoc & nhs sudah tidak berpartner.",2,"Idenya bagus, tapi daftar klinik & paket2nya harap diupdate ya. Sy pesan untuk medical check up di national hospital surabaya & sudah dikonfirmasi di aplikasi. Tapi sampai di tempat ternyata belum masuk & harus dibatalkan karena halodoc & nhs sudah tidak berpartner.","The idea is good, but the list of clinics & packages please update it. I ordered for Medical Check Up at National Hospital Surabaya & has been confirmed in the application. But until the place was not yet included & had to be canceled because Halodoc & NHS was no longer partner.",id
"Saya sdh booking tes pcr di lab, namun saat sampai di lab pada waktu yg ditentukan ternyata lab tutup. Padahal saya sudah buang biaya transport ke lab, komplain ke call centre & di-follow up namun hanya dgn refund dana tes pcr & maaf saja, tdk menanggapi permintaan kompensasi transport saya. Saya menggunakan halodoc utk booking tes pcr karena kejelasan lokasi & layanan, tp ternyata ga sebagus yg saya pikir selama ini.",1,"Saya sdh booking tes pcr di lab, namun saat sampai di lab pada waktu yg ditentukan ternyata lab tutup. Padahal saya sudah buang biaya transport ke lab, komplain ke call centre & di-follow up namun hanya dgn refund dana tes pcr & maaf saja, tdk menanggapi permintaan kompensasi transport saya. Saya menggunakan halodoc utk booking tes pcr karena kejelasan lokasi & layanan, tp ternyata ga sebagus yg saya pikir selama ini.","I have booked the PCR test in the lab, but when I arrived at the lab at the specified time it turned out that the lab was closed. Even though I have discarded transporting costs to the lab, complaining to the call center & followed up but only with a refund of PCR test funds & sorry, not responding to the request for my transportation compensation. I use Halodoc to book a PCR test because of the clarity of location & service, but it turns out it's not as good as I thought so far.",id
Solusi berobat tanpa harus ke rumah sakit 👍🏽👍🏽👍🏽,5,Solusi berobat tanpa harus ke rumah sakit 👍🏽👍🏽👍🏽,Solutions for medical treatment without having to go to the hospital 👍🏽👍🏽👍🏽,id
"Amazing Application, very helpful",5,"Amazing Application, very helpful","Amazing Application, very helpful",en
Respon baik dan cepat,5,Respon baik dan cepat,Good and fast response,id
Very helpful in every critical moment. Thanks.,5,Very helpful in every critical moment. Thanks.,Very helpful in every critical moment. Thanks.,en
"Bener bener usefull sih,lengkap dqn terjangkau",5,"Bener bener usefull sih,lengkap dqn terjangkau","Really Useful, Complete DQN Affordable",id
"nice, media consultation about health",5,"nice, media consultation about health","nice, media consultation about health",en
"Pelayanannya bagus, informatif",4,"Pelayanannya bagus, informatif","The service is good, informative",id
server bermasalah terus,1,server bermasalah terus,Server has a problem,id
"Kereen, makasiih yaa",5,"Kereen, makasiih yaa","Kereen, thank you",id
Mempermudah pencarian obat dari resep dokter,5,Mempermudah pencarian obat dari resep dokter,Simplify the search for drugs from a doctor's prescription,id
very bad apps...semua metode pembayaran dibilangnya sddangbtidak bisa digunakan...buang2 waktu dan uang utk chat dokter saja...apps gak berguna!!!!,1,very bad apps...semua metode pembayaran dibilangnya sddangbtidak bisa digunakan...buang2 waktu dan uang utk chat dokter saja...apps gak berguna!!!!,Very bad apps ... All payment methods are said to be SDDangBT can not be used ... Wasting time and money to chat doctors only ... Apps Useful !!!!,id
Dokter Kartika Kemala hebaaaat...,5,Dokter Kartika Kemala hebaaaat...,Doctor Kartika Kemala Hebaaaat ...,id
"Respon nya baik, tolong ditingkatkan kerja sama dengan pihak driver nya ya, biar lebih baik lagi. Terima kasih",5,"Respon nya baik, tolong ditingkatkan kerja sama dengan pihak driver nya ya, biar lebih baik lagi. Terima kasih","The response is good, please improve the cooperation with the driver, so it's better. Thank you",id
Sangat membantu..terimakasih ya..,5,Sangat membantu..terimakasih ya..,Very helpful ... thank you ..,id
